panel,model,feature_key,feature_label,coef,ci_low,ci_high,n
Individual papers,GPT-4.1,citation,Citation,0.00016163745473776482,-0.002555465301960287,0.0032782792765120128,2010
Individual papers,GPT-4.1,empirical_share,Empirical papers,-0.004225997125199138,-0.006804270254457006,-0.0018939646823866714,2010
Individual papers,GPT-4.1,recent,Publication Year,0.0003097010504832713,-0.0025629374645356833,0.0037888652948734323,2010
Individual papers,GPT-4.1,biology_share,Biology Journals,-0.0007134411689392823,-0.0026521918438640124,0.0014937892479317167,2010
Individual papers,GPT-4.1,economics_share,Economics Journals,-0.003617946685389717,-0.006465020635837357,-0.0010559103548198794,2010
Individual papers,GPT-4.1,psychology_share,Psychology Journals,-0.0016938534637913228,-0.0038354200547581546,0.0005968221713121152,2010
Individual papers,GPT-4.1,mathphysics_share,Math/Physics Journals,-0.0002403309858266522,-0.0024541756241333746,0.002564660175003386,2010
Individual papers,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,-0.002490778431536104,-0.004608183443013535,-4.4174632252960145e-05,2010
Individual papers,Gemini 2.5 Pro,journal_impact,Journal Impact Factor,0.0007132346838027195,-0.004888626805232554,0.006398261539912685,2011
Individual papers,Gemini 2.5 Pro,citation,Citation,-0.007924800679324665,-0.01351496126097744,-0.002332522073059565,2011
Individual papers,Gemini 2.5 Pro,empirical_share,Empirical papers,-0.014233094414716596,-0.01947347115132123,-0.009549088405449685,2011
Individual papers,Gemini 2.5 Pro,recent,Publication Year,-0.0006785557277704901,-0.005771016736345532,0.004122931138830468,2011
Individual papers,Gemini 2.5 Pro,biology_share,Biology Journals,0.00587352098421897,0.0017386125797019438,0.009910375991031613,2011
Individual papers,Gemini 2.5 Pro,economics_share,Economics Journals,-0.0030430982953868384,-0.008251080009747155,0.0034163434338712415,2011
Individual papers,Gemini 2.5 Pro,psychology_share,Psychology Journals,0.0017416509261959968,-0.003178816020718188,0.006029024311801512,2011
Individual papers,Gemini 2.5 Pro,mathphysics_share,Math/Physics Journals,-0.00047835653403636215,-0.00619940378115837,0.004592432344936105,2011
Individual papers,Gemini 2.5 Pro,multidisciplinary_share,Multidisciplinary Journals,0.0032292048845866173,-0.0019817529924109558,0.007920114166325248,2011
Collections,Claude Sonnet 4.6,journal_impact,Journal Impact Factor,0.0022917313522159374,-0.002802830244979472,0.007304120624804647,716
Collections,Claude Sonnet 4.6,citation,Citation,-0.005055462309936471,-0.009560151258931386,-0.0009016665186460407,716
Collections,Claude Sonnet 4.6,empirical_share,Empirical papers,-0.0035132128581986054,-0.007047856649421211,-0.00025458268853814853,716
Collections,Claude Sonnet 4.6,recent,Publication Year,-0.0031073234605047085,-0.007054537677954715,0.0003580195980945448,716
Collections,Claude Sonnet 4.6,biology_share,Biology Journals,0.0030469284922105505,0.00010635628155483925,0.005905865142278539,716
Collections,Claude Sonnet 4.6,economics_share,Economics Journals,-0.00011830488600638555,-0.0032278365486306058,0.0030153626623781807,716
Collections,Claude Sonnet 4.6,psychology_share,Psychology Journals,0.0017470258779804684,-0.0007973298416064258,0.004512757853932882,716
Collections,Claude Sonnet 4.6,mathphysics_share,Math/Physics Journals,-0.010200195330177691,-0.013771798501622183,-0.007148085228023004,716
Collections,Claude Sonnet 4.6,multidisciplinary_share,Multidisciplinary Journals,-0.0012567657272659785,-0.003823204780409643,0.0013795062265310732,716
Collections,Claude Sonnet 4.6,collection_size,Number of Papers,0.005893659949925891,0.0030549085738315255,0.008839776802254895,716
Collections,GPT-5.1,journal_impact,Journal Impact Factor,0.003940116768029535,-0.005659812456650197,0.013669945303503817,716
Collections,GPT-5.1,citation,Citation,-0.012509649723501805,-0.020742554516109252,-0.004186233614968072,716
Collections,GPT-5.1,empirical_share,Empirical papers,-0.011862470464121127,-0.019083317381026223,-0.004823554719546063,716
Collections,GPT-5.1,recent,Publication Year,-0.007415988527465702,-0.014290686305278378,-0.0004160565352856406,716
Collections,GPT-5.1,biology_share,Biology Journals,0.004333422456870697,-0.0010454598008117833,0.010002857353711436,716
Collections,GPT-5.1,economics_share,Economics Journals,-0.002980879408784678,-0.011011454349916457,0.004396148413066195,716
Collections,GPT-5.1,psychology_share,Psychology Journals,0.0017706722001651863,-0.005228875658220008,0.008233499812672497,716
Collections,GPT-5.1,mathphysics_share,Math/Physics Journals,-0.01966940605120315,-0.025975883712502246,-0.013068996004208218,716
Collections,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.007445745128726215,-0.013612833411433716,-0.0016138095042463642,716
Collections,GPT-5.1,collection_size,Number of Papers,0.0038191988792165674,-0.0012450500144492106,0.010090915600240431,716
Collections,GPT-4.1,journal_impact,Journal Impact Factor,0.00313307419791724,-0.004782043786310408,0.010935460422233746,715
Collections,GPT-4.1,citation,Citation,-0.003614152913538022,-0.01024931928478794,0.002702147588744238,715
Collections,GPT-4.1,empirical_share,Empirical papers,-0.014879976634911979,-0.02157217269261785,-0.008798644383447053,715
Collections,GPT-4.1,recent,Publication Year,-0.0007443201046241153,-0.005934370326481045,0.004312572669542444,715
Collections,GPT-4.1,biology_share,Biology Journals,0.004415707827213826,-0.00022579244312477146,0.008579078647170864,715
Collections,GPT-4.1,economics_share,Economics Journals,-0.00019108406655707826,-0.006822335304932087,0.004978314640532914,715
Collections,GPT-4.1,psychology_share,Psychology Journals,0.002445867870438534,-0.0020051327337931883,0.006927898065181118,715
Collections,GPT-4.1,mathphysics_share,Math/Physics Journals,-0.012582334912449944,-0.017235540933796464,-0.007666023617411923,715
Collections,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,-0.0016010931529530455,-0.00544071377123155,0.002323454952146198,715
Collections,GPT-4.1,collection_size,Number of Papers,0.02133823814251311,0.01705582265412067,0.02582131573581102,715
Collections,Gemini 2.5 Pro,journal_impact,Journal Impact Factor,0.00794100214279384,-0.0053054284481264214,0.02076697486623999,716
Collections,Gemini 2.5 Pro,citation,Citation,-0.011563399086884741,-0.023425774139222828,0.00031534832353073347,716
Collections,Gemini 2.5 Pro,empirical_share,Empirical papers,-0.019149903751090557,-0.028837972606129445,-0.00995556148803408,716
Collections,Gemini 2.5 Pro,recent,Publication Year,0.0104648071441192,0.0017834190409184339,0.019567289376171786,716
Collections,Gemini 2.5 Pro,biology_share,Biology Journals,0.01620758071156519,0.008542192654565262,0.022854694457974816,716
Collections,Gemini 2.5 Pro,economics_share,Economics Journals,-1.842372021178166e-05,-0.010302076815494679,0.0093538685751243,716
Collections,Gemini 2.5 Pro,psychology_share,Psychology Journals,0.009481634286611331,0.0026212770254967293,0.016512657557032132,716
Collections,Gemini 2.5 Pro,mathphysics_share,Math/Physics Journals,-0.019294817035079848,-0.02870363357333966,-0.01027956614577363,716
Collections,Gemini 2.5 Pro,multidisciplinary_share,Multidisciplinary Journals,0.006440961730531344,-0.0016906900739283707,0.01348004661083393,716
Collections,Gemini 2.5 Pro,collection_size,Number of Papers,0.0002989385610381251,-0.0063321486392209575,0.007673742353083371,716
