estimator,estimator_label,model,model_display,feature_key,feature_label,feature_group,mean_importance,sd_importance,n_folds,n_total,se_importance,panel_key,panel_display
ridge,Ridge regression,GPT-4.1,GPT-4.1,journal_impact,Journal Impact Factor,Prestige / visibility,-0.00814147862070921,0.046993329954092264,5,2010,0.021016056053285475,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,GPT-4.1,GPT-4.1,mathphysics_share,Math/Physics,Journal discipline,0.028700906133861115,0.07133695554279856,5,2010,0.0319028563803156,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,GPT-4.1,GPT-4.1,multidisciplinary_share,Multidisciplinary,Journal discipline,-0.003384890571622179,0.08110826789185974,5,2010,0.03627272010869238,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,GPT-4.1,GPT-4.1,psychology_share,Psychology,Journal discipline,0.04472177276770266,0.12108870982293564,5,2010,0.05415251729436612,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,GPT-4.1,GPT-4.1,recent,Publication Year,Publication timing,-0.04678017344681868,0.04605989276908213,5,2010,0.02059861025360373,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,biology_share,Biology,Journal discipline,0.3270838937018898,0.22930504300350868,5,2011,0.10254833274787159,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,citation,Citation,Prestige / visibility,0.4282908555207986,0.2503941496185703,5,2011,0.11197966794307525,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,economics_share,Economics,Journal discipline,0.12444388326854738,0.2262929320558774,5,2011,0.10120127578093661,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,empirical_share,Empirical papers,Study type,1.7535408657472764,1.1249210504598746,5,2011,0.50307998762975,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,journal_impact,Journal Impact Factor,Prestige / visibility,-0.027200834754316127,0.037151229875532175,5,2011,0.0166145350898822,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,mathphysics_share,Math/Physics,Journal discipline,-0.050592427904101664,0.08194608558636549,5,2011,0.03664740357222579,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,multidisciplinary_share,Multidisciplinary,Journal discipline,0.0828135456678121,0.08973329690904619,5,2011,0.040129950346759806,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,psychology_share,Psychology,Journal discipline,-0.02233888994893648,0.06426718293788224,5,2011,0.028741157954303865,ridge_permutation_importance,Ridge permutation importance
ridge,Ridge regression,Gemini 2.5 Pro,Gemini 2.5 Pro,recent,Publication Year,Publication timing,-0.02808004716334549,0.033870783551789074,5,2011,0.015147474894596427,ridge_permutation_importance,Ridge permutation importance
