item_id,claude_sonnet_46_corr,gpt41_corr,gemini25pro_corr,mean_pairwise_abs_gap,cross_model_sd,cross_model_range,reduces_gap_vs_unaugmented,paper_percentile
10.1146_annurev.ecolsys.36.113004.083814,0.6806219816207886,0.6647704243659973,0.6558104157447815,0.016541043917338055,0.012564284189145212,0.02481156587600708,True,1.095072175211548
10.1017_ehs.2021.36,0.6513925194740295,0.626497745513916,0.6414896845817566,0.016596515973409016,0.012533781994025916,0.024894773960113525,True,1.1448481831757094
10.1103_PhysRevX.7.041027,0.6450273990631104,0.6519884467124939,0.6269388794898987,0.016699711481730144,0.012930142708459474,0.025049567222595215,True,1.1946241911398707
10.1016_j.chaos.2022.112413,0.6271737217903137,0.6041556000709534,0.6016424298286438,0.01702086130777995,0.01407122845493687,0.025531291961669922,True,1.2444001991040319
10.1371_journal.pcbi.1000758,0.6134631037712097,0.5875556468963623,0.5885944962501526,0.01727163791656494,0.014666987703332997,0.025907456874847412,True,1.2941762070681933
10.1098_rspb.2011.0690,0.6436325311660767,0.63874751329422,0.6173253059387207,0.017538150151570637,0.013993120135464188,0.026307225227355957,True,1.3439522150323544
10.1016_j.chaos.2023.113318,0.5966117978096008,0.6183774471282959,0.5919609665870667,0.017610987027486164,0.014102033928421185,0.026416480541229248,True,1.3937282229965158
10.1016_j.euroecorev.2012.05.003,0.5474497675895691,0.5322968363761902,0.5201420783996582,0.018205126126607258,0.013681248448869938,0.02730768918991089,True,1.443504230960677
10.1371_journal.pone.0124561,0.7126843929290771,0.6844729781150818,0.6997480988502502,0.018807609875996906,0.014121856250597172,0.02821141481399536,True,1.4932802389248383
10.1016_j.jebo.2005.02.008,0.6819732189178467,0.6723878979682922,0.700729489326477,0.018894394238789875,0.014415974114744882,0.028341591358184814,True,1.5430562468889994
10.1080_0022250x.2019.1602045,0.6551072001457214,0.6740232110023499,0.6835450530052185,0.018958568572998047,0.014475222606889814,0.02843785285949707,True,1.5928322548531608
10.1628_093245616x14500948554117,0.6747453212738037,0.6561011075973511,0.6853929162025452,0.019527872403462727,0.014826710315862983,0.029291808605194092,True,1.6426082628173222
10.1016_j.cogsys.2005.11.010,0.6242105960845947,0.6369207501411438,0.607405960559845,0.01967652638753255,0.014804653521158126,0.029514789581298828,True,1.6923842707814833
10.1016_j.cosust.2014.08.002,0.6674569845199585,0.6377392411231995,0.6413190960884094,0.019811828931172688,0.016223177071850323,0.029717743396759033,True,1.7421602787456447
10.1016_j.cub.2010.10.027,0.6820716857910156,0.6525508165359497,0.6829014420509338,0.020233750343322754,0.017288390546724194,0.03035062551498413,True,1.7919362867098059
10.1007_s11229-022-03743-6,0.6470388770103455,0.6159449219703674,0.6180933117866516,0.02072930335998535,0.017365172832185322,0.031093955039978027,True,1.8417122946739672
10.1016_j.chaos.2019.04.015,0.6274688839912415,0.5975453853607178,0.5962314009666443,0.020824988683064777,0.017667874192965876,0.031237483024597168,True,1.8914883026381284
10.3390_g11010005,0.66765958070755,0.6447036862373352,0.6762584447860718,0.021036505699157715,0.016312655319503707,0.03155475854873657,True,1.9412643106022898
10.1017_s1355770x16000322,0.630860447883606,0.6123660206794739,0.6440805792808533,0.021143039067586262,0.015930206836121917,0.031714558601379395,True,1.991040318566451
10.1016_j.jtbi.2025.112089,0.6157938241958618,0.583331823348999,0.6129059195518494,0.021641333897908527,0.01796639760975136,0.03246200084686279,True,2.0408163265306123
10.1103_PhysRevE.103.012304,0.6340060830116272,0.6064809560775757,0.6015297770500183,0.02165087064107259,0.017496938948525657,0.03247630596160889,True,2.0905923344947737
10.1098_rsif.2019.0127,0.7089999914169312,0.6803330183029175,0.7129818201065063,0.021765867869059246,0.017811955565680854,0.03264880180358887,True,2.140368342458935
10.1103_PhysRevE.102.052414,0.662479817867279,0.6297082304954529,0.629772961139679,0.02184772491455078,0.01890202637252286,0.03277158737182617,True,2.190144350423096
10.1016_j.jtbi.2014.10.037,0.7068239450454712,0.7009478211402893,0.6736152172088623,0.02213915189107259,0.017722018669568802,0.03320872783660889,True,2.2399203583872573
10.1063_5.0268194,0.6234298348426819,0.6211702227592468,0.5901290774345398,0.022200504938761394,0.018608237395452573,0.03330075740814209,True,2.2896963663514187
10.1073_pnas.1214167110,0.6312299966812134,0.5978213548660278,0.6014038324356079,0.022272427876790363,0.018341989927839267,0.03340864181518555,True,2.33947237431558
10.1098_rspb.2018.1508,0.6292411088943481,0.5992079973220825,0.5955791473388672,0.022441307703653973,0.018476489559597603,0.03366196155548096,True,2.3892483822797415
10.1109_tcss.2024.3386501,0.6274151802062988,0.6278918981552124,0.5942267179489136,0.022443453470865887,0.019300456148906932,0.03366518020629883,True,2.4390243902439024
10.1073_pnas.0712173105,0.6355840563774109,0.6017882227897644,0.6243638396263123,0.022530555725097656,0.01721293170543662,0.033795833587646484,True,2.4888003982080638
10.1109_access.2021.3128647,0.6293360590934753,0.6216441988945007,0.5950765609741211,0.022839665412902832,0.01797552646136315,0.03425949811935425,True,2.538576406172225
10.1016_j.socec.2023.102050,0.6265021562576294,0.5921921730041504,0.5973147749900818,0.022873322168986004,0.018508192903042817,0.034309983253479004,True,2.5883524141363865
10.1063_1.3621719,0.6143363118171692,0.6062525510787964,0.5797498822212219,0.02305761973063151,0.0180921702975114,0.034586429595947266,True,2.6381284221005474
10.1038_s41467-017-02036-8,0.6166439652442932,0.5935729742050171,0.5820538997650146,0.023060043652852375,0.01761359481266982,0.034590065479278564,True,2.687904430064709
10.1371_journal.pone.0044432,0.6907394528388977,0.668812096118927,0.6561101078987122,0.0230862299601237,0.017518280968071016,0.03462934494018555,True,2.73768043802887
10.1146_annurev-resource-091912-151833,0.678928792476654,0.7136821746826172,0.7065533995628357,0.02316892147064209,0.018356360959842083,0.034753382205963135,True,2.7874564459930316
10.1016_j.euroecorev.2018.05.004,0.6339227557182312,0.6510593891143799,0.6156911253929138,0.023578842480977375,0.017686956715539486,0.035368263721466064,True,2.837232453957193
10.1007_s11284-006-0163-0,0.6257591247558594,0.6163741946220398,0.5903390645980835,0.023613373438517254,0.01835068377727584,0.03542006015777588,True,2.887008461921354
10.1007_s10458-016-9338-4,0.6460837721824646,0.6143718957901001,0.6105174422264099,0.023710886637369793,0.019516931722405387,0.03556632995605469,True,2.9367844698855152
10.1016_j.jtbi.2014.04.019,0.6290911436080933,0.6171347498893738,0.5929592847824097,0.024087905883789062,0.01840706244033434,0.036131858825683594,True,2.9865604778496766
10.1209_0295-5075_111_58004,0.6275625824928284,0.6043436527252197,0.591161847114563,0.024267156918843586,0.018429560651250777,0.03640073537826538,True,3.036336485813838
10.1155_2014_108024,0.6183238625526428,0.6251009702682495,0.5876931548118591,0.024938543637593586,0.0199311903930732,0.03740781545639038,True,3.086112493777999
10.1007_s00265-004-0885-3,0.6150863766670227,0.6470032334327698,0.6095712184906006,0.024954676628112793,0.020208325256961746,0.03743201494216919,True,3.1358885017421603
10.1016_j.bandc.2012.09.009,0.6548958420753479,0.6240087747573853,0.6174367666244507,0.024972716967264812,0.02000160223598652,0.03745907545089722,True,3.1856645097063216
10.1037_a0023489,0.6634500026702881,0.6253697276115417,0.6245043277740479,0.025963783264160156,0.022239686218380534,0.038945674896240234,True,3.235440517670483
10.1016_j.plrev.2014.02.003,0.6230860352516174,0.5857122540473938,0.5838976502418518,0.026125590006510418,0.022120208815115536,0.039188385009765625,True,3.2852165256346444
10.1016_j.joep.2019.102190,0.6263964176177979,0.5867047905921936,0.5915457010269165,0.026461084683736164,0.021654222516153822,0.03969162702560425,True,3.3349925335988053
10.1007_s13235-017-0230-x,0.6383424997329712,0.5993859171867371,0.5985670685768127,0.026516954104105633,0.02273166206119352,0.03977543115615845,True,3.3847685415629667
10.1006_jtbi.1998.0685,0.6692163944244385,0.6289516091346741,0.629697322845459,0.02684319019317627,0.02303463349622978,0.040264785289764404,True,3.434544549527128
10.1103_PhysRevE.111.024306,0.6533909440040588,0.6335188746452332,0.6128513216972351,0.02702641487121582,0.020271111884650864,0.04053962230682373,True,3.4843205574912894
10.1007_s10539-012-9327-1,0.6336787939071655,0.6223823428153992,0.592868983745575,0.02720654010772705,0.02107165859742301,0.040809810161590576,True,3.5340965654554504
10.3390_g11040045,0.6259649991989136,0.6188399195671082,0.584949254989624,0.0273438294728597,0.021915121029040564,0.04101574420928955,True,3.5838725734196117
10.1098_rstb.2010.0310,0.6754487156867981,0.6338554620742798,0.6601565480232239,0.027728835741678875,0.02103804593278519,0.04159325361251831,True,3.633648581383773
10.1073_pnas.0808450106,0.6301202178001404,0.5884733200073242,0.6181318163871765,0.02776459852854411,0.021439108624650347,0.04164689779281616,True,3.6834245893479345
10.1086_717102,0.6729913949966431,0.6313261389732361,0.643883466720581,0.02777683734893799,0.021373470815377108,0.04166525602340698,True,3.733200597312096
10.1098_rsif.2013.1044,0.6539760828018188,0.6361061334609985,0.678194522857666,0.028058926264444988,0.02112384296708208,0.04208838939666748,True,3.782976605276257
10.1093_jleo_ewad011,0.6327943205833435,0.5899580717086792,0.6212109923362732,0.028557499249776203,0.0221580036656669,0.04283624887466431,True,3.832752613240418
10.1016_j.neuropsychologia.2007.11.033,0.6169397830963135,0.5788646340370178,0.5740324258804321,0.028604904810587566,0.023502157754865124,0.04290735721588135,True,3.8825286212045795
10.1017_ehs.2024.18,0.6174643039703369,0.6133409142494202,0.5733624696731567,0.029401222864786785,0.024359290362898047,0.044101834297180176,True,3.932304629168741
10.1111_soc4.12478,0.6923200488090515,0.7020547986030579,0.7378594279289246,0.030359586079915363,0.023981144973145567,0.04553937911987305,True,3.982080637132902
10.1038_srep12797,0.6329771280288696,0.5871893167495728,0.5924672484397888,0.03052520751953125,0.025051382426913817,0.045787811279296875,True,4.031856645097063
10.1016_j.amc.2023.127853,0.6095702648162842,0.6111682653427124,0.655799925327301,0.03081977367401123,0.026241570677159883,0.046229660511016846,True,4.081632653061225
10.1016_j.jtbi.2012.03.014,0.656019389629364,0.6148075461387634,0.609677791595459,0.03089439868927002,0.02540431109708331,0.04634159803390503,True,4.131408661025386
10.1332_204378920x16026943989422,0.5923296809196472,0.6164781451225281,0.5700827240943909,0.030930280685424805,0.023204204014649135,0.04639542102813721,True,4.181184668989547
10.1007_s10539-013-9401-3,0.6868860721588135,0.6401302218437195,0.6601890921592712,0.03117056687672933,0.023456330197907334,0.046755850315093994,True,4.230960676953709
10.3390_buildings12010019,0.6480125188827515,0.605228841304779,0.6010832786560059,0.031286160151163735,0.02598070548513005,0.046929240226745605,True,4.28073668491787
10.1016_j.econlet.2016.12.025,0.6696972846984863,0.6402712464332581,0.6224183440208435,0.031519293785095215,0.02387437986675935,0.04727894067764282,True,4.330512692882031
10.1037_pspi0000389,0.6472935676574707,0.6112504005432129,0.5999746918678284,0.03154591719309489,0.024716146907619106,0.047318875789642334,True,4.380288700846192
10.1016_j.amc.2019.124945,0.6753146648406982,0.6334234476089478,0.6272779703140259,0.03202446301778158,0.026141171210018316,0.04803669452667236,True,4.430064708810353
10.1007_s10683-013-9389-1,0.6806264519691467,0.647614061832428,0.6324267983436584,0.03213310241699219,0.024643043252384242,0.04819965362548828,True,4.479840716774515
10.1177_1368430208098783,0.635348916053772,0.6040927767753601,0.5870662927627563,0.03218841552734375,0.024488293503512573,0.048282623291015625,True,4.529616724738676
10.1371_journal.pone.0068423,0.6216791868209839,0.6194167733192444,0.5732542276382446,0.03228330612182617,0.027328482731554412,0.04842495918273926,True,4.579392732702837
10.1209_0295-5075_ac3c8a,0.624549925327301,0.6040958166122437,0.5759264826774597,0.03241562843322754,0.02441352464236153,0.04862344264984131,True,4.629168740666999
10.1086_684166,0.6249189376831055,0.5756509900093079,0.605168879032135,0.0328452984491984,0.024794828953731366,0.04926794767379761,True,4.67894474863116
10.1140_epjb_e2018-90052-6,0.628032386302948,0.6116617321968079,0.5783860683441162,0.033097545305887856,0.02529830365712833,0.04964631795883179,True,4.7287207565953215
10.1257_jep.14.3.137,0.7021218538284302,0.661601185798645,0.7112613916397095,0.03310680389404297,0.026431016291347142,0.04966020584106445,True,4.778496764559483
10.1111_1477-9552.12114,0.6032664775848389,0.5643831491470337,0.5533158779144287,0.03330039978027344,0.026234392599448066,0.049950599670410156,True,4.828272772523643
10.1016_j.jtbi.2023.111665,0.6746284365653992,0.6379954814910889,0.6244829297065735,0.03343033790588379,0.02594588699368418,0.050145506858825684,True,4.878048780487805
10.1098_rsbl.2013.1069,0.6529324650764465,0.607686460018158,0.6027250289916992,0.03347162405649821,0.027666476133186197,0.050207436084747314,True,4.927824788451966
10.1016_j.jpubeco.2006.10.007,0.5909842252731323,0.5663962960243225,0.5407649874687195,0.03347949186960856,0.02511142531688572,0.05021923780441284,True,4.9776007964161275
10.1016_j.geb.2007.05.001,0.6087506413459778,0.5876365900039673,0.5583581924438477,0.03359496593475342,0.02530621344688319,0.05039244890213013,True,5.027376804380289
10.1017_s0033291717003075,0.599732518196106,0.555595874786377,0.5491161346435547,0.033744255701700844,0.027544051407805702,0.05061638355255127,True,5.07715281234445
10.1073_pnas.93.23.13421,0.6417422294616699,0.5910566449165344,0.601372480392456,0.033790389696756996,0.026786693158356495,0.0506855845451355,True,5.126928820308612
10.1073_pnas.1108243108,0.6483348608016968,0.5974854826927185,0.5981371402740479,0.03389958540598551,0.029171604509194354,0.05084937810897827,True,5.176704828272773
10.1063_1.5051422,0.633375883102417,0.6165284514427185,0.5823314785957336,0.034029603004455566,0.026008973249206212,0.05104440450668335,True,5.226480836236934
10.1016_j.jesp.2008.06.004,0.6423465013504028,0.5912758111953735,0.5927772521972656,0.03404712677001953,0.029061945850197765,0.0510706901550293,True,5.276256844201095
10.1016_j.physa.2025.130696,0.6278110146522522,0.5766261219978333,0.5854709148406982,0.03412326176961263,0.027358142141264936,0.051184892654418945,True,5.326032852165256
10.1086_700767,0.6782769560813904,0.6642406582832336,0.7154347896575928,0.03412942091623942,0.026452981366727,0.05119413137435913,True,5.375808860129418
10.1111_caje.12201,0.6126669049263,0.5853281617164612,0.561338484287262,0.034218947092692055,0.025682413790856225,0.051328420639038086,True,5.425584868093579
10.1098_rspb.2010.2342,0.6634369492530823,0.6447401642799377,0.6120852828025818,0.03423444430033366,0.025990077272796584,0.05135166645050049,True,5.47536087605774
10.1177_0022002714560349,0.6149243712425232,0.563398003578186,0.5819723010063171,0.03435091177622477,0.02609537003148574,0.05152636766433716,True,5.525136884021902
10.1016_j.chaos.2019.109517,0.6423278450965881,0.5906848311424255,0.5905406475067139,0.03452479839324951,0.029857817271761285,0.05178719758987427,True,5.574912891986063
10.1257_mic.6.2.247,0.7236487865447998,0.6738894581794739,0.7259222269058228,0.03468851248423258,0.029406825488235342,0.05203276872634888,True,5.6246888999502245
10.1371_journal.pone.0092336,0.6536041498184204,0.6109947562217712,0.6015358567237854,0.03471219539642334,0.02773727440399765,0.05206829309463501,True,5.674464907914386
10.1002_cplx.20289,0.6389718055725098,0.6134408712387085,0.5867952108383179,0.034784396489461265,0.02609028192062426,0.052176594734191895,True,5.724240915878546
10.1016_j.tree.2007.06.012,0.6592556238174438,0.6192704439163208,0.6068717241287231,0.03492259979248047,0.02737582817832334,0.0523838996887207,True,5.774016923842708
10.1103_PhysRevE.95.052316,0.6467146873474121,0.6374578475952148,0.5942701697349548,0.034963011741638184,0.02799193940155747,0.052444517612457275,True,5.823792931806869
10.1016_j.jesp.2020.104096,0.6363216638565063,0.5836642384529114,0.588090717792511,0.035104950269063316,0.029207939353616114,0.05265742540359497,True,5.8735689397710305
10.1038_s41598-023-37286-8,0.6470046639442444,0.5940265655517578,0.5963826179504395,0.035318732261657715,0.02992997781708785,0.05297809839248657,True,5.923344947735192
10.1109_tcsii.2019.2910893,0.6449485421180725,0.6690990328788757,0.6160367131233215,0.03537487983703613,0.026566739348447343,0.0530623197555542,True,5.973120955699353
10.1016_j.jeem.2018.07.004,0.6550178527832031,0.60189288854599,0.6052332520484924,0.035416642824808754,0.02975434512764083,0.053124964237213135,True,6.022896963663515
10.1007_s00265-023-03380-0,0.6531442999839783,0.5999711751937866,0.6335127949714661,0.03544874986012777,0.026888093543177567,0.05317312479019165,True,6.072672971627676
10.1177_1368430211402102,0.650824785232544,0.5974702835083008,0.6176247000694275,0.03556966781616211,0.02694175512718709,0.053354501724243164,True,6.122448979591837
10.1016_j.amc.2021.126433,0.6317314505577087,0.6062833070755005,0.5783643126487732,0.03557809193929037,0.026693100435262396,0.05336713790893555,True,6.172224987555998
10.1111_kykl.12113,0.6576922535896301,0.6517196893692017,0.7051460146903992,0.035617550214131675,0.02927428679262865,0.05342632532119751,True,6.222000995520159
10.1103_PhysRevE.86.036101,0.6525753140449524,0.6217186450958252,0.5988426804542542,0.035821755727132164,0.026964914517172967,0.05373263359069824,True,6.2717770034843205
10.3390_g12010017,0.6382582187652588,0.6174191832542419,0.584345281124115,0.0359419584274292,0.027186863397115457,0.0539129376411438,True,6.321553011448482
10.1016_j.evolhumbehav.2015.02.003,0.6483979225158691,0.5944066047668457,0.6018178462982178,0.03599421183268229,0.02926799273881099,0.05399131774902344,True,6.371329019412643
10.1098_rspb.2021.1590,0.6693295240402222,0.6153088212013245,0.6210018992424011,0.03601380189259847,0.029682224735210486,0.054020702838897705,True,6.421105027376805
10.1007_s10683-013-9360-1,0.6127327680587769,0.5586585998535156,0.5770107507705688,0.036049445470174156,0.027498120025170852,0.05407416820526123,True,6.470881035340966
10.1007_s11127-016-0319-6,0.6382046341896057,0.5872125625610352,0.5840234756469727,0.03612077236175537,0.030402739967916963,0.05418115854263306,True,6.520657043305127
10.1098_rsos.230830,0.6503322124481201,0.6147056818008423,0.5959241390228271,0.03627204895019531,0.027635226580507443,0.05440807342529297,True,6.570433051269289
10.1016_j.econlet.2018.07.043,0.6232014894485474,0.6317160725593567,0.6777531504631042,0.03636777400970459,0.029347897104999212,0.054551661014556885,True,6.620209059233449
10.1163_1568539x-00003143,0.6499995589256287,0.5954168438911438,0.6169604063034058,0.03638847668965658,0.02749237308764422,0.05458271503448486,True,6.669985067197611
10.15195_v6.a14,0.6240498423576355,0.589367687702179,0.5692838430404663,0.03651066621144613,0.02770537658153794,0.05476599931716919,True,6.719761075161772
10.1006_game.1998.0638,0.6486654281616211,0.593799352645874,0.5997430682182312,0.03657738367716471,0.030108169710050852,0.05486607551574707,True,6.769537083125933
10.1016_j.jpubeco.2016.09.001,0.6568136215209961,0.6141999363899231,0.6018694639205933,0.036629438400268555,0.028829461684721752,0.05494415760040283,True,6.819313091090095
10.1016_j.joep.2023.102675,0.6230778694152832,0.5904786586761475,0.5680549740791321,0.036681930224100746,0.0276678187999887,0.05502289533615112,True,6.869089099054256
10.1155_2014_148915,0.643547534942627,0.5884814262390137,0.5941325426101685,0.03671073913574219,0.030293159049570417,0.05506610870361328,True,6.9188651070184175
10.1093_jleo_ewz004,0.6353263258934021,0.6443930864334106,0.5893195271492004,0.03671570618947347,0.02952944465447651,0.055073559284210205,True,6.968641114982579
10.1016_j.chaos.2023.113236,0.6376789808273315,0.6375728845596313,0.5825638175010681,0.03674344221750895,0.031790171289127034,0.05511516332626343,True,7.01841712294674
10.1098_rspb.2015.1975,0.6433995962142944,0.6139404773712158,0.5880951881408691,0.03686960538228353,0.027671875646471975,0.05530440807342529,True,7.068193130910901
10.1080_01605682.2023.2269984,0.6486098766326904,0.6137169003486633,0.5932607650756836,0.036899407704671226,0.027986596239432518,0.055349111557006836,True,7.117969138875062
10.1007_s10584-010-0014-4,0.6729390025138855,0.6174618601799011,0.6349654197692871,0.036984761555989586,0.028361008757051196,0.055477142333984375,True,7.1677451468392235
10.1016_j.joep.2010.01.005,0.6450716853141785,0.5895829200744629,0.6089374423027039,0.036992510159810386,0.028164055450532577,0.055488765239715576,True,7.217521154803385
10.1016_j.geb.2010.08.010,0.7082194685935974,0.698408305644989,0.6524748206138611,0.037163098653157554,0.029759059527852804,0.05574464797973633,True,7.267297162767546
10.1016_j.jebo.2015.05.013,0.6286539435386658,0.5781246423721313,0.5727896094322205,0.037242889404296875,0.03082881952006602,0.05586433410644531,True,7.317073170731708
10.1332_204378921x16431423735159,0.6685045957565308,0.6820204854011536,0.7245885729789734,0.03738931814829508,0.029269249660141113,0.05608397722244263,True,7.366849178695869
10.1098_rspb.2021.1773,0.6589476466178894,0.6027990579605103,0.6251896023750305,0.03743239243825277,0.028265426580002258,0.05614858865737915,True,7.41662518666003
10.1209_0295-5075_93_58001,0.6414441466331482,0.5992936491966248,0.5850339531898499,0.03760679562886556,0.02933176119460024,0.05641019344329834,True,7.466401194624192
10.1140_epjb_s10051-021-00239-z,0.6344163417816162,0.5788253545761108,0.5779245495796204,0.037661194801330566,0.03235864617666053,0.05649179220199585,True,7.516177202588352
10.1098_rsif.2022.0036,0.6450546979904175,0.5884551405906677,0.5924913287162781,0.03773303826649984,0.031577176625643265,0.056599557399749756,True,7.565953210552514
10.1098_rstb.2015.0016,0.6357166767120361,0.5816900730133057,0.5787354111671448,0.0379875103632609,0.032079247073828115,0.05698126554489136,True,7.615729218516675
10.1111_j.1467-9442.2006.00444.x,0.6696783900260925,0.6318802237510681,0.6125578880310059,0.03808033466339111,0.0290539893405475,0.05712050199508667,True,7.665505226480836
10.1016_j.jtbi.2014.01.037,0.6492367386817932,0.5927212834358215,0.5920120477676392,0.03814979394276937,0.032835866942295774,0.05722469091415405,True,7.715281234444998
10.1103_PhysRevE.91.062802,0.6489821672439575,0.5915482640266418,0.5919812321662903,0.038289268811543785,0.033035201679204686,0.057433903217315674,True,7.765057242409159
10.1016_j.physd.2023.133836,0.6434993743896484,0.5940973162651062,0.5858515501022339,0.03843188285827637,0.031176453859780254,0.05764782428741455,True,7.81483325037332
10.1080_13504851.2022.2156458,0.6201643347740173,0.5876596570014954,0.5624209642410278,0.03849558035532633,0.028947776339075627,0.0577433705329895,True,7.864609258337482
10.1037_pspi0000474,0.6582542061805725,0.6196604371070862,0.6004459261894226,0.038538853327433266,0.02944054369017264,0.0578082799911499,True,7.914385266301643
10.1371_journal.pone.0064941,0.6273269653320312,0.6445516347885132,0.5867403149604797,0.03854087988535563,0.029681964575947455,0.05781131982803345,True,7.964161274265804
10.1177_1529100612474436,0.6723851561546326,0.6145281791687012,0.6617674231529236,0.03857131799062093,0.030799654251974617,0.057856976985931396,True,8.013937282229966
10.1038_s41598-017-02625-z,0.6308051347732544,0.5868998169898987,0.5728419423103333,0.0386421283086141,0.030235278651098554,0.05796319246292114,True,8.063713290194126
10.1016_j.physleta.2023.128837,0.6674745678901672,0.6206489205360413,0.6094723343849182,0.038668155670166016,0.03077286797305887,0.05800223350524902,True,8.113489298158289
10.1016_j.joep.2017.07.003,0.6444770097732544,0.5861881971359253,0.5946552753448486,0.03885920842488607,0.0314946617527486,0.0582888126373291,True,8.16326530612245
10.1038_s41893-022-00877-w,0.6565917134284973,0.6512466669082642,0.5981860756874084,0.03893709182739258,0.03228832189030969,0.05840563774108887,True,8.21304131408661
10.1016_j.jebo.2011.01.018,0.6469308137893677,0.5952093005180359,0.5878781080245972,0.03936847050984701,0.03218716974353022,0.05905270576477051,True,8.262817322050772
10.1016_j.physa.2012.12.022,0.6502720713615417,0.6001357436180115,0.5912124514579773,0.03937307993570963,0.03183633983813026,0.05905961990356445,True,8.312593330014932
10.3934_mbe.2023233,0.6185536980628967,0.5592710971832275,0.5671802163124084,0.03952173391977946,0.032187511966665694,0.05928260087966919,True,8.362369337979095
10.1016_j.amc.2015.01.040,0.6667224168777466,0.6073782444000244,0.6577907800674438,0.03956278165181478,0.03199721002315574,0.05934417247772217,True,8.412145345943255
10.1016_j.chaos.2016.10.003,0.6100442409515381,0.6180542707443237,0.5587022304534912,0.039568026860555015,0.03220462520080895,0.05935204029083252,True,8.461921353907417
10.1007_s10640-021-00591-9,0.6484550833702087,0.5890569090843201,0.6239835619926453,0.03959878285725912,0.029852050600720808,0.05939817428588867,True,8.511697361871578
10.1016_j.chieco.2022.101826,0.6144301891326904,0.5548743605613708,0.6003896594047546,0.03970388571421305,0.03113325023363282,0.05955582857131958,True,8.56147336983574
