model,source_id,correlation
GPT-5 Nano,10.1016_j.evolhumbehav.2004.04.002,0.7696324311951899
GPT-5 Nano,10.1016_j.euroecorev.2010.04.003,0.7723920994836834
GPT-5 Nano,10.1002_hbm.25874,0.7727431333054133
GPT-5 Nano,10.1016_j.isci.2021.102844,0.7730727174687988
GPT-5 Nano,10.1016_j.chaos.2019.04.015,0.7737985097111804
GPT-5 Nano,10.1016_j.amc.2023.128350,0.775207651806733
GPT-5 Nano,10.1016_j.comnet.2012.08.012,0.7758263248260996
GPT-5 Nano,10.1007_978-0-387-72596-3_8,0.7761109449007249
GPT-5 Nano,10.1016_j.euroecorev.2023.104659,0.7762764701397129
GPT-5 Nano,10.1016_j.jebo.2003.06.006,0.7767046817530188
GPT-5 Nano,10.1002_mde.4492,0.7778632667028125
GPT-5 Nano,10.1016_j.euroecorev.2024.104818,0.7786858924584478
GPT-5 Nano,10.1016_j.cub.2006.03.069,0.7793275100312601
GPT-5 Nano,10.1016_j.euroecorev.2018.05.004,0.7799457639275434
GPT-5 Nano,10.1016_j.chaos.2024.115693,0.7799833331012441
GPT-5 Nano,10.1016_j.chaos.2019.109423,0.7800530835432693
GPT-5 Nano,10.1016_j.euroecorev.2015.06.004,0.7809164735418708
GPT-5 Nano,10.1016_j.geb.2022.03.015,0.7815702903507578
GPT-5 Nano,10.1016_j.euroecorev.2021.103862,0.7815838382428082
GPT-5 Nano,10.1007_978-3-540-85436-4_5,0.7816354069172249
GPT-5 Nano,10.1016_j.amc.2024.128646,0.7818847304837859
GPT-5 Nano,10.1002_pchj.259,0.7824754940831486
GPT-5 Nano,10.1016_j.evolhumbehav.2017.07.003,0.782607195207717
GPT-5 Nano,10.1016_j.ejpoleco.2012.03.001,0.783102007476041
GPT-5 Nano,10.1016_j.amc.2022.127723,0.783594077712365
GPT-5 Nano,10.1002_ejsp.3171,0.7845537692764991
GPT-5 Nano,10.1016_j.euroecorev.2024.104682,0.7848219803346318
GPT-5 Nano,10.1016_j.cie.2018.02.040,0.7852906099119471
GPT-5 Nano,10.1016_j.ecolecon.2013.08.010,0.7854233034464982
GPT-5 Nano,10.1016_j.chaos.2023.114031,0.7858704054958939
GPT-5 Nano,10.1016_j.jdeveco.2011.12.002,0.7859204348818872
GPT-5 Nano,10.1016_j.irle.2014.03.001,0.7859397001599234
GPT-5 Nano,10.1016_j.evolhumbehav.2006.08.002,0.7867686322321785
GPT-5 Nano,10.1016_j.chaos.2021.111395,0.7874503945869911
GPT-5 Nano,10.1016_j.amc.2023.128445,0.7884509758730466
GPT-5 Nano,10.1016_j.heliyon.2023.e22748,0.7912602652681959
GPT-5 Nano,10.1016_j.chaos.2022.112298,0.7916322048899124
GPT-5 Nano,10.1016_j.jebo.2009.11.001,0.7918072509435988
GPT-5 Nano,10.1016_j.chaos.2017.06.015,0.7918360337191598
GPT-5 Nano,10.1016_j.chaos.2022.111948,0.792506150424806
GPT-5 Nano,10.1016_j.amc.2023.128247,0.7929211868972216
GPT-5 Nano,10.1016_j.geb.2017.09.015,0.79314259509997
GPT-5 Nano,10.1016_j.chaos.2025.116297,0.7933214833626221
GPT-5 Nano,10.1016_j.econlet.2014.05.017,0.7933570542263236
GPT-5 Nano,10.1016_j.geb.2019.02.006,0.7939478472476077
GPT-5 Nano,10.1016_j.euroecorev.2012.05.003,0.7940588943683883
GPT-5 Nano,10.1016_j.chaos.2022.112432,0.7950241284552315
GPT-5 Nano,10.1016_j.ecolecon.2019.106432,0.7958785508320314
GPT-5 Nano,10.1016_j.evolhumbehav.2006.06.001,0.7971148797814074
GPT-5 Nano,10.1016_j.geb.2014.01.002,0.7979097797799232
GPT-5 Nano,10.1016_j.chaos.2023.114385,0.7979632324163566
GPT-5 Nano,10.1016_j.evolhumbehav.2015.02.002,0.7997422968297576
GPT-5 Nano,10.1016_j.econlet.2009.08.024,0.8002824105606681
GPT-5 Nano,10.1016_j.chaos.2024.114754,0.8025220308587283
GPT-5 Nano,10.1007_978-0-387-72596-3_7,0.8025618911736171
GPT-5 Nano,10.1007_bf01074955,0.802865445473645
GPT-5 Nano,10.1016_j.chaos.2025.116135,0.8037532764671412
GPT-5 Nano,10.1007_978-3-642-18137-5_14,0.8041302410895923
GPT-5 Nano,10.1016_j.chaos.2023.113552,0.8042865370320336
GPT-5 Nano,10.1016_j.chaos.2018.12.040,0.8047704374372091
GPT-5 Nano,10.1016_j.evolhumbehav.2025.106711,0.8052572391820318
GPT-5 Nano,10.1016_j.geb.2007.05.001,0.8053318198925098
GPT-5 Nano,10.1016_j.copsyc.2021.08.033,0.8071803014584473
GPT-5 Nano,10.1016_j.amc.2024.128864,0.8098072798530689
GPT-5 Nano,10.1016_j.geb.2012.10.011,0.8098371725368416
GPT-5 Nano,10.1016_j.amc.2024.128745,0.8101961012666031
GPT-5 Nano,10.1002_bdm.1810,0.810639694617298
GPT-5 Nano,10.1016_j.chaos.2023.113562,0.8109950069824026
GPT-5 Nano,10.1016_j.euroecorev.2012.09.008,0.8111818052867946
GPT-5 Nano,10.1016_j.biosystems.2024.105362,0.8113880307659792
GPT-5 Nano,10.1016_j.ejpoleco.2009.10.002,0.8114911274260145
GPT-5 Nano,10.1016_j.ecolecon.2023.107932,0.8122932766777038
GPT-5 Nano,10.1016_j.geb.2021.08.003,0.8137945223906783
GPT-5 Nano,10.1016_j.forpol.2004.03.006,0.8146842452217347
GPT-5 Nano,10.1002_soej.12391,0.8153354735539746
GPT-5 Nano,10.1016_j.evolhumbehav.2023.03.001,0.8161901844971763
GPT-5 Nano,10.1016_j.geb.2007.10.009,0.8165553045749323
GPT-5 Nano,10.1002_bdm.2012,0.8169544694501605
GPT-5 Nano,10.1016_j.heliyon.2023.e16729,0.8172965488225034
GPT-5 Nano,10.1016_j.jebo.2009.03.022,0.8179843829953725
GPT-5 Nano,10.1016_j.ecolecon.2011.05.011,0.8181066943177562
GPT-5 Nano,10.1002_ird.2704,0.819032843664653
GPT-5 Nano,10.1016_j.chaos.2016.12.008,0.8195313480296141
GPT-5 Nano,10.1016_j.chaos.2022.112747,0.820239328096766
GPT-5 Nano,10.1016_j.amc.2025.129381,0.8212967116153245
GPT-5 Nano,10.1016_j.anbehav.2023.08.014,0.8214032409453841
GPT-5 Nano,10.1016_j.chaos.2024.115250,0.8215343083116148
GPT-5 Nano,10.1016_j.chieco.2022.101826,0.823285266530188
GPT-5 Nano,10.1016_j.irle.2018.12.010,0.823316831816672
GPT-5 Nano,10.1016_j.chaos.2022.112413,0.8235315812519401
GPT-5 Nano,10.1002_bdm.2243,0.8247988225191163
GPT-5 Nano,10.1016_j.forpol.2020.102121,0.824898540293023
GPT-5 Nano,10.1016_j.isci.2020.101438,0.8251579350598541
GPT-5 Nano,10.1016_j.irle.2013.07.005,0.8254128373943188
GPT-5 Nano,10.1016_j.jebo.2009.11.003,0.8279973563127223
GPT-5 Nano,10.1002_soej.12487,0.8284209069928468
GPT-5 Nano,10.1016_j.amc.2023.127853,0.8292310799906353
GPT-5 Nano,10.1016_j.amc.2024.128844,0.8295274867187359
GPT-5 Nano,10.1016_j.evolhumbehav.2014.09.001,0.8297913796128934
GPT-5 Nano,10.1016_j.econlet.2017.01.016,0.8301102202823273
GPT-5 Nano,10.1016_j.chaos.2025.116255,0.8312259169613833
GPT-5 Nano,10.1016_j.chaos.2025.116298,0.8314870014146515
GPT-5 Nano,10.1016_j.amc.2024.129249,0.8320231297498588
GPT-5 Nano,10.1006_game.1998.0638,0.8330581094550391
GPT-5 Nano,10.1016_j.econlet.2007.09.048,0.8331031741265732
GPT-5 Nano,10.1016_j.chaos.2021.111229,0.8331189069662935
GPT-5 Nano,10.1016_j.envsci.2014.05.006,0.833138312615379
GPT-5 Nano,10.1016_j.chaos.2023.113318,0.8331575946203513
GPT-5 Nano,10.1016_j.chaos.2017.10.016,0.833863934104955
GPT-5 Nano,10.1002_cplx.20244,0.8341968795170142
GPT-5 Nano,10.1016_j.evolhumbehav.2024.01.003,0.8342563272488306
GPT-5 Nano,10.1016_j.isci.2025.112833,0.8345603865888604
GPT-5 Nano,10.1016_j.ecolecon.2015.05.011,0.8346302781668361
GPT-5 Nano,10.1002_(sici)1099-1727(199721)13_1_33__Aid-sd,0.8352131109306253
GPT-5 Nano,10.1016_j.amc.2022.127818,0.8352971037757078
GPT-5 Nano,10.1016_j.chaos.2024.114699,0.8359874907444123
GPT-5 Nano,10.1016_j.chaos.2019.109517,0.8361146403329816
GPT-5 Nano,10.1007_978-3-319-29354-7_9,0.836859777148385
GPT-5 Nano,10.1016_j.amc.2024.128534,0.8371219194222375
GPT-5 Nano,10.1016_j.cognition.2017.01.017,0.8378334073855528
GPT-5 Nano,10.1016_j.chaos.2022.112987,0.8379069475700966
GPT-5 Nano,10.1016_j.euroecorev.2024.104885,0.838374246689026
GPT-5 Nano,10.1016_j.amc.2023.128168,0.8393325749776054
GPT-5 Nano,10.1016_j.amc.2025.129562,0.8400737354548716
GPT-5 Nano,10.1016_j.econlet.2012.08.002,0.8405782066859245
GPT-5 Nano,10.1016_j.chaos.2024.114545,0.8411371546585432
GPT-5 Nano,10.1016_j.chaos.2022.112849,0.8415092596892662
GPT-5 Nano,10.1006_jtbi.2000.2202,0.8425939509665596
GPT-5 Nano,10.1002_evan.21944,0.8431509750774698
GPT-5 Nano,10.1016_j.ecolecon.2013.05.013,0.8432448673219493
GPT-5 Nano,10.1016_j.geb.2009.07.007,0.8433164173360225
GPT-5 Nano,10.1016_j.jebo.2005.04.018,0.8433536281024194
GPT-5 Nano,10.1016_j.evolhumbehav.2008.01.001,0.8441879523451119
GPT-5 Nano,10.1016_j.chieco.2025.102459,0.8445184522904043
GPT-5 Nano,10.1007_978-981-10-6439-5_8,0.8447859388189167
GPT-5 Nano,10.1016_j.evolhumbehav.2021.04.002,0.8448476432350401
GPT-5 Nano,10.1016_j.ecolecon.2006.11.003,0.8454363436217865
GPT-5 Nano,10.1006_game.1994.1035,0.8457494183600195
GPT-5 Nano,10.1002_per.830,0.8459251141868259
GPT-5 Nano,10.1016_j.chaos.2019.109422,0.8461946105686861
GPT-5 Nano,10.1016_j.geb.2016.03.002,0.8463386537739271
GPT-5 Nano,10.1016_j.chaos.2023.113519,0.8469146399808647
GPT-5 Nano,10.1016_j.asej.2022.102006,0.8475754502319816
GPT-5 Nano,10.1016_j.amc.2025.129309,0.8479626145756002
GPT-5 Nano,10.1016_j.anbehav.2016.01.010,0.8484335542572518
GPT-5 Nano,10.1007_7854_2016_445,0.8489511855017051
GPT-5 Nano,10.1016_j.chaos.2021.111663,0.8489684647080079
GPT-5 Nano,10.1016_j.chaos.2024.114547,0.8494548498553469
GPT-5 Nano,10.1016_j.chieco.2024.102267,0.8497388210669942
GPT-5 Nano,10.1016_j.jebo.2008.09.007,0.8502757378163872
GPT-5 Nano,10.1016_j.beproc.2012.06.001,0.8502977449017667
GPT-5 Nano,10.1006_jeth.2000.2655,0.8515011992828441
GPT-5 Nano,10.1016_j.geb.2020.07.001,0.8522922516277798
GPT-5 Nano,10.1016_j.chaos.2018.03.029,0.8524029283909772
GPT-5 Nano,10.1016_j.geb.2023.04.003,0.8528606505680143
GPT-5 Nano,10.1016_j.chaos.2019.109518,0.8530621939810783
GPT-5 Nano,10.1007_s00182-015-0520-8,0.8534458792019556
GPT-5 Nano,10.1016_j.geb.2006.08.011,0.8544094953052047
GPT-5 Nano,10.1016_j.amc.2025.129367,0.8546992842907514
GPT-5 Nano,10.1016_j.chaos.2023.113319,0.8553873446706322
GPT-5 Nano,10.1016_j.chaos.2020.109715,0.8558790273458465
GPT-5 Nano,10.1016_j.euroecorev.2004.10.005,0.8561366618540486
GPT-5 Nano,10.1016_j.geb.2015.10.001,0.8563917694880041
GPT-5 Nano,10.1016_j.evolhumbehav.2004.08.001,0.8565784981982294
GPT-5 Nano,10.1016_j.chaos.2018.03.036,0.8576093330071739
GPT-5 Nano,10.1016_j.chaos.2015.06.002,0.8582754140923724
GPT-5 Nano,10.1016_j.geb.2018.10.003,0.8585518923662556
GPT-5 Nano,10.1016_j.jebo.2008.02.006,0.8590968223761327
GPT-5 Nano,10.1016_j.chaos.2016.08.015,0.8597545914460206
GPT-5 Nano,10.1016_j.chaos.2023.113295,0.8605931065227344
GPT-5 Nano,10.1016_j.geb.2025.01.011,0.8607037944699037
GPT-5 Nano,10.1016_j.jebo.2003.06.005,0.8617126036603232
GPT-5 Nano,10.1016_j.comnet.2011.11.013,0.8631739590610041
GPT-5 Nano,10.1016_j.cnsns.2021.105726,0.8637628508930425
GPT-5 Nano,10.1016_j.chaos.2024.114859,0.8655985597271336
GPT-5 Nano,10.1016_j.euroecorev.2017.07.013,0.8656347850308577
GPT-5 Nano,10.1016_j.copsyc.2021.06.020,0.8660762182508343
GPT-5 Nano,10.1016_j.amc.2024.128836,0.8673548295854345
GPT-5 Nano,10.1016_j.evolhumbehav.2007.08.002,0.867475880131296
GPT-5 Nano,10.1006_jtbi.2000.1089,0.8676551035702869
GPT-5 Nano,10.1016_j.chaos.2023.113236,0.8680603254267989
GPT-5 Nano,10.1016_j.chaos.2025.116323,0.8691917585284645
GPT-5 Nano,10.1006_jtbi.2003.3104,0.8696095553152066
GPT-5 Nano,10.1016_j.econlet.2018.07.043,0.8697132387033659
GPT-5 Nano,10.1016_j.jebo.2009.03.011,0.8706842732985991
GPT-5 Nano,10.1016_j.evolhumbehav.2015.12.004,0.8707308202365163
GPT-5 Nano,10.1016_j.evolhumbehav.2022.10.002,0.8717480194811507
GPT-5 Nano,10.1016_j.chaos.2018.01.019,0.8718179371406537
GPT-5 Nano,10.1016_j.geb.2014.03.006,0.8724146378649362
GPT-5 Nano,10.1016_j.chaos.2023.113218,0.8735062089921198
GPT-5 Nano,10.1016_j.euroecorev.2021.103711,0.8740927890823539
GPT-5 Nano,10.1016_j.irle.2019.105858,0.874792671164456
GPT-5 Nano,10.1016_j.evolhumbehav.2013.10.001,0.8750020255945029
GPT-5 Nano,10.1016_j.hydroa.2024.100188,0.8752582827245821
GPT-5 Nano,10.1006_jtbi.2000.2111,0.875671258577782
GPT-5 Nano,10.1016_j.ejpoleco.2009.11.006,0.8763802237335321
GPT-5 Nano,10.1016_j.chaos.2024.115095,0.8768483270638938
GPT-5 Nano,10.1016_j.chaos.2023.114011,0.877842386943547
GPT-5 Nano,10.1016_j.jebo.2005.07.002,0.878253423679941
GPT-5 Nano,10.1016_j.econlet.2012.08.014,0.8785121597828478
GPT-5 Nano,10.1016_j.geb.2015.05.005,0.8801451223530327
GPT-5 Nano,10.1016_j.geb.2005.03.001,0.880174546379273
GPT-5 Nano,10.1016_j.jebo.2003.11.006,0.8820970868359318
GPT-5 Nano,10.1016_j.copsyc.2021.09.003,0.8824251402425687
GPT-5 Nano,10.1016_j.geb.2016.02.009,0.8827310459045575
GPT-5 Nano,10.1016_j.euroecorev.2023.104466,0.8828753738268253
GPT-5 Nano,10.1016_j.econlet.2008.12.012,0.8852480054996852
GPT-5 Nano,10.1006_jtbi.1996.0286,0.8860382303858347
GPT-5 Nano,10.1007_978-981-13-2769-8_2,0.8876448979919098
GPT-5 Nano,10.1016_j.amc.2025.129397,0.8887927939344064
GPT-5 Nano,10.1016_j.eswa.2014.02.050,0.8888571197667287
GPT-5 Nano,10.1006_obhd.1995.1015,0.8896878409239418
GPT-5 Nano,10.1016_j.chaos.2024.115778,0.8897365274354548
GPT-5 Nano,10.1016_j.ecolecon.2008.01.015,0.8898012232393665
GPT-5 Nano,10.1016_j.ecolecon.2015.04.005,0.8898879013048335
GPT-5 Nano,10.1016_j.geb.2013.06.012,0.8909107642762881
GPT-5 Nano,10.1016_j.biosystems.2018.10.015,0.8919037984967257
GPT-5 Nano,10.1016_j.ecocom.2018.06.001,0.8930574384692633
GPT-5 Nano,10.1016_j.ecolecon.2011.01.011,0.8940108242560624
GPT-5 Nano,10.1016_j.evolhumbehav.2004.03.002,0.8962624689969437
GPT-5 Nano,10.1002_ijop.12257,0.8965519818829677
GPT-5 Nano,10.1016_j.chaos.2023.113669,0.8989620733842905
GPT-5 Nano,10.1016_j.comnet.2011.07.011,0.9005434895635475
GPT-5 Nano,10.1002_soej.12626,0.902900558031393
GPT-5 Nano,10.1016_j.evolhumbehav.2015.02.003,0.9032261147695084
GPT-5 Nano,10.1007_978-3-540-85436-4,0.9064896000497705
GPT-5 Nano,10.1007_978-3-642-13983-3_11,0.9070311425922667
GPT-5 Nano,10.1016_j.chaos.2025.116295,0.9073341442386897
GPT-5 Nano,10.1016_j.conb.2004.10.007,0.9079675397438478
GPT-5 Nano,10.1016_j.evolhumbehav.2014.02.002,0.9081505074999126
GPT-5 Nano,10.1016_j.cosust.2014.08.002,0.9082253175209629
GPT-5 Nano,10.1016_j.amc.2023.128172,0.9099336116413926
GPT-5 Nano,10.1002_bdm.2273,0.9104554776143968
GPT-5 Nano,10.1016_j.geb.2010.08.010,0.9158598754492596
GPT-5 Nano,10.1016_j.amc.2025.129545,0.916072979797332
GPT-5 Nano,10.1016_j.evolhumbehav.2020.05.007,0.9185349255225788
GPT-5 Nano,10.1016_j.copsyc.2024.101849,0.9193187709015374
GPT-5 Nano,10.1016_j.evolhumbehav.2015.06.002,0.9203505224607509
GPT-5 Nano,10.1002_bdm.2050,0.9267828629972632
GPT-5 Nano,10.1006_jtbi.2001.2406,0.9269873021610366
GPT-5 Nano,10.1006_jtbi.1998.0685,0.9281252939062177
GPT-5 Nano,10.1016_j.euroecorev.2008.09.005,0.9325967556933831
GPT-5 Nano,10.1007_s00182-014-0419-9,0.933867230701941
GPT-5 Nano,10.1016_j.bandc.2012.09.009,0.933991197200037
GPT-5 Nano,10.1016_j.evolhumbehav.2023.06.002,0.9408266956470865
GPT-5 Nano,10.1016_j.ins.2016.07.041,0.9425452359159469
GPT-5 Nano,10.1016_j.econlet.2006.02.010,0.9443922689193132
GPT-5 Nano,10.1016_j.jebo.2005.02.008,0.9516722736531893
GPT-5 Nano,10.1016_j.cub.2010.10.027,0.9524051353623483
GPT-5 Nano,10.1002_evan.21430,0.9547837313320972
GPT-5 Nano,10.1016_j.cogsys.2005.11.010,0.9549021524626014
GPT-5 Nano,10.1016_j.econlet.2016.12.025,0.9573170824853036
GPT-5 Nano,10.1016_j.euroecorev.2013.11.012,0.9633765695056296
GPT-5 Nano,10.1016_j.evolhumbehav.2020.10.002,0.9683506339525878
GPT-5 Nano,10.1016_j.chaos.2019.01.004,0.9708291751625806
GPT-5 Nano,10.1002_ajpa.1330770407,0.9846398543217236
GPT-5 Nano,10.1016_j.geb.2006.03.007,0.9918413229164523
GPT-5 Nano,10.1016_j.amc.2022.127703,0.9999944225248973
GPT-5 Nano,10.1016_j.amc.2022.127612,0.9999944382286796
GPT-5 Nano,10.1016_j.amc.2022.127578,0.9999944581408567
GPT-5 Nano,10.1016_j.amc.2022.127567,0.9999944858774886
GPT-5 Nano,10.1016_j.amc.2022.127308,0.9999944933327056
GPT-5 Nano,10.1016_j.amc.2022.127069,0.9999945221324004
GPT-5 Nano,10.1016_j.amc.2021.126797,0.9999945417843453
GPT-5 Nano,10.1016_j.amc.2021.126624,0.9999945686171248
GPT-5 Nano,10.1016_j.amc.2021.126590,0.9999945935904294
GPT-5 Nano,10.1016_j.amc.2021.126586,0.9999946089930365
GPT-5 Nano,10.1016_j.amc.2021.126433,0.9999946386780802
GPT-5 Nano,10.1016_j.amc.2021.126074,0.9999946756565675
GPT-5 Nano,10.1016_j.amc.2021.126047,0.9999946943819944
GPT-5 Nano,10.1016_j.amc.2020.125835,0.9999947224862757
GPT-5 Nano,10.1016_j.amc.2020.125705,0.9999947400656228
GPT-5 Nano,10.1016_j.amc.2020.125698,0.9999951001357557
GPT-5 Nano,10.1016_j.amc.2020.125600,0.9999956223574664
GPT-5 Nano,10.1016_j.amc.2020.125250,0.9999958345872907
GPT-5 Nano,10.1016_j.amc.2020.125063,0.9999959967134796
GPT-5 Nano,10.1016_j.amc.2019.124945,0.9999960233464458
GPT-5 Nano,10.1016_j.amc.2019.124889,0.999996031610379
GPT-5 Nano,10.1016_j.amc.2019.124798,0.99999604443346
GPT-5 Nano,10.1016_j.amc.2019.06.038,0.9999960611548512
GPT-5 Nano,10.1016_j.amc.2018.11.029,0.9999960743686857
GPT-5 Nano,10.1016_j.amc.2018.10.068,0.9999960951577411
GPT-5 Nano,10.1016_j.amc.2018.02.017,0.9999961660550061
GPT-5 Nano,10.1016_j.amc.2018.01.045,0.9999961764886536
GPT-5 Nano,10.1016_j.amc.2017.08.049,0.99999619208436
GPT-5 Nano,10.1016_j.amc.2017.04.017,0.9999962114098568
GPT-5 Nano,10.1016_j.amc.2015.01.040,0.9999962237605678
GPT-5 Nano,10.1016_j.agsy.2015.11.012,0.9999962304181537
GPT-5 Nano,10.1016_j.actpsy.2025.105088,0.9999962439238839
GPT-5 Nano,10.1016_j.actpsy.2024.104608,0.9999962562012567
GPT-5 Nano,10.1016_j.actpsy.2023.103957,0.9999962872546283
GPT-5 Nano,10.1016_j.actpsy.2020.103055,0.9999964467441703
GPT-5 Nano,10.1016_b978-0-12-404681-8.00010-8,0.999996461414043
GPT-5 Nano,10.1016_0303-2647(96)01604-8,0.9999964713261134
GPT-5 Nano,10.1016_0272-4944(95)90005-5,0.9999964765013305
GPT-5 Nano,10.1016_0165-1889(94)00848-1,0.9999964901438296
GPT-5 Nano,10.1016_0162-3095(92)90032-y,0.9999965025176376
GPT-5 Nano,10.1007_s42001-019-00049-5,0.9999965225253458
GPT-5 Nano,10.1007_s41412-019-00093-6,0.999996651632456
GPT-5 Nano,10.1007_s40888-022-00287-3,0.9999966611468105
GPT-5 Nano,10.1007_s40881-023-00159-x,0.9999966764234491
GPT-5 Nano,10.1007_s40881-023-00157-z,0.9999966890362985
GPT-5 Nano,10.1007_s40881-023-00153-3,0.999996717755305
GPT-5 Nano,10.1007_s40881-023-00137-3,0.9999967420547111
GPT-5 Nano,10.1007_s40881-021-00101-z,0.9999967828657385
GPT-5 Nano,10.1007_s40822-020-00144-3,0.9999967998293097
GPT-5 Nano,10.1007_s40750-020-00143-3,0.9999968116240132
GPT-5 Nano,10.1007_s40503-016-0035-0,0.9999968209131974
GPT-5 Nano,10.1007_s40305-021-00350-z,0.9999968326560924
GPT-5 Nano,10.1007_s13280-019-01284-w,0.9999968436228268
GPT-5 Nano,10.1007_s13235-025-00619-5,0.9999968532104013
GPT-5 Nano,10.1007_s13235-023-00533-8,0.9999968630062556
GPT-5 Nano,10.1007_s13235-022-00485-5,0.9999969667585314
GPT-5 Nano,10.1007_s13235-019-00339-7,0.9999971181787426
GPT-5 Nano,10.1007_s13235-017-0230-x,0.9999971224704071
GPT-5 Nano,10.1007_s13235-013-0094-7,0.9999971313553464
GPT-5 Nano,10.1007_s13235-011-0020-9,0.99999724679207
GPT-5 Nano,10.1007_s13235-010-0001-4,0.9999972564972972
GPT-5 Nano,10.1007_s12144-024-06961-y,0.9999972603543066
GPT-5 Nano,10.1007_s12144-023-05029-7,0.9999973566870429
GPT-5 Nano,10.1007_s12144-023-04746-3,0.9999973721259445
GPT-5 Nano,10.1007_s12144-019-0129-3,0.9999973934767453
GPT-5 Nano,10.1007_s12110-024-09483-5,0.9999973990416046
GPT-5 Nano,10.1007_s12110-017-9298-7,0.9999974026937771
GPT-5 Nano,10.1007_s12110-012-9136-x,0.9999974096408428
GPT-5 Nano,10.1007_s12110-009-9072-6,0.99999741575063
GPT-5 Nano,10.1007_s12110-005-1000-9,0.9999974257044222
GPT-5 Nano,10.1007_s12110-002-1016-3,0.9999974301158184
GPT-5 Nano,10.1007_s12110-002-1012-7,0.9999974801911468
GPT-5 Nano,10.1007_s12064-024-00432-5,0.9999974903802448
GPT-5 Nano,10.1007_s11846-016-0209-9,0.9999974940065525
GPT-5 Nano,10.1007_s11558-025-09594-3,0.9999974999381175
GPT-5 Nano,10.1007_s11538-025-01422-4,0.9999975059697626
GPT-5 Nano,10.1007_s11538-024-01344-7,0.9999975117723069
GPT-5 Nano,10.1007_s11432-023-4170-3,0.9999975167031497
GPT-5 Nano,10.1007_s11432-010-4145-z,0.9999975232948727
GPT-5 Nano,10.1007_s11427-010-4016-2,0.9999975392878053
GPT-5 Nano,10.1007_s11427-010-0007-6,0.999997547849129
GPT-5 Nano,10.1007_s11403-022-00363-8,0.9999975523546524
GPT-5 Nano,10.1007_s11403-017-0195-2,0.9999975654252452
GPT-5 Nano,10.1007_s11403-015-0146-8,0.9999975680310131
GPT-5 Nano,10.1007_s11403-007-0027-x,0.9999975734535254
GPT-5 Nano,10.1007_s11284-013-1066-5,0.9999975770488883
GPT-5 Nano,10.1007_s11284-006-0163-0,0.9999975816318476
GPT-5 Nano,10.1007_s11284-006-0070-4,0.9999975883932001
GPT-5 Nano,10.1007_s11269-017-1661-2,0.999997598519654
GPT-5 Nano,10.1007_s11245-014-9294-z,0.9999976032709325
GPT-5 Nano,10.1007_s11238-024-09977-9,0.9999976078857868
GPT-5 Nano,10.1007_s11238-023-09931-1,0.999997639080362
GPT-5 Nano,10.1007_s11238-023-09929-9,0.9999976453801759
GPT-5 Nano,10.1007_s11238-022-09897-6,0.9999976515419666
GPT-5 Nano,10.1007_s11238-021-09864-7,0.9999976678019723
GPT-5 Nano,10.1007_s11238-016-9572-x,0.9999976931171289
GPT-5 Nano,10.1007_s11238-015-9527-7,0.9999976987348187
GPT-5 Nano,10.1007_s11238-013-9382-3,0.9999977054731345
GPT-5 Nano,10.1007_s11238-013-9356-5,0.9999977117691509
GPT-5 Nano,10.1007_s11238-004-3672-8,0.9999977198366471
GPT-5 Nano,10.1007_s11229-022-03743-6,0.999997740419541
GPT-5 Nano,10.1007_s11211-017-0300-7,0.9999977637787274
GPT-5 Nano,10.1007_s11211-008-0064-1,0.9999977669059331
GPT-5 Nano,10.1007_s11127-021-00925-7,0.9999977704385494
GPT-5 Nano,10.1007_s11127-020-00868-5,0.9999977932593228
GPT-5 Nano,10.1007_s11127-018-0622-5,0.9999978191898284
GPT-5 Nano,10.1007_s11127-016-0319-6,0.999997822789877
GPT-5 Nano,10.1007_s11127-010-9665-y,0.9999978283788441
GPT-5 Nano,10.1007_s11127-007-9269-3,0.9999978331953435
GPT-5 Nano,10.1007_s11127-006-9075-3,0.999997839507477
GPT-5 Nano,10.1007_s11071-023-08297-x,0.9999978481956858
GPT-5 Nano,10.1007_s11071-020-05965-0,0.9999978502281128
GPT-5 Nano,10.1007_s11071-019-05010-9,0.9999978554079522
GPT-5 Nano,10.1007_s11047-016-9546-5,0.9999978635718011
GPT-5 Nano,10.1007_s11031-014-9395-4,0.9999978678708521
GPT-5 Nano,10.1007_s10955-018-2012-2,0.9999978737819274
GPT-5 Nano,10.1007_s10955-012-0679-3,0.9999978769850226
GPT-5 Nano,10.1007_s10955-012-0661-0,0.9999978831090341
GPT-5 Nano,10.1007_s10816-013-9194-3,0.9999978875957547
GPT-5 Nano,10.1007_s10816-013-9186-3,0.9999978943521904
GPT-5 Nano,10.1007_s10683-022-09758-7,0.9999978983709198
GPT-5 Nano,10.1007_s10683-021-09737-4,0.9999979035090363
GPT-5 Nano,10.1007_s10683-020-09652-0,0.9999979074693
GPT-5 Nano,10.1007_s10683-019-09629-8,0.9999979180674606
GPT-5 Nano,10.1007_s10683-019-09609-y,0.9999979242163548
GPT-5 Nano,10.1007_s10683-018-9592-1,0.9999979324316854
GPT-5 Nano,10.1007_s10683-017-9539-y,0.9999979458546513
GPT-5 Nano,10.1007_s10683-017-9527-2,0.9999979481363906
GPT-5 Nano,10.1007_s10683-015-9466-8,0.9999979581671787
GPT-5 Nano,10.1007_s10683-015-9452-1,0.999997963878918
GPT-5 Nano,10.1007_s10683-014-9405-0,0.9999979669935479
GPT-5 Nano,10.1007_s10683-014-9402-3,0.9999979735630237
