custom_id,data_id,data_id_reason,data_id_confidence,indep_var,indep_var_reason,indep_var_confidence,METHOD_empirical,METHOD_empirical_reason,METHOD_empirical_confidence,METHOD_experiment,METHOD_experiment_reason,METHOD_experiment_confidence,METHOD_lab,METHOD_lab_reason,METHOD_lab_confidence,METHOD_simulation,METHOD_simulation_reason,METHOD_simulation_confidence,METHOD_analytical,METHOD_analytical_reason,METHOD_analytical_confidence,CONFIG_playerCount,CONFIG_playerCount_reason,CONFIG_playerCount_confidence,CONFIG_numRounds,CONFIG_numRounds_reason,CONFIG_numRounds_confidence,CONFIG_allOrNothing,CONFIG_allOrNothing_reason,CONFIG_allOrNothing_confidence,CONFIG_defaultContribProp,CONFIG_defaultContribProp_reason,CONFIG_defaultContribProp_confidence,CONFIG_MPCR,CONFIG_MPCR_reason,CONFIG_MPCR_confidence,CONFIG_chat,CONFIG_chat_reason,CONFIG_chat_confidence,CONFIG_showOtherSummaries,CONFIG_showOtherSummaries_reason,CONFIG_showOtherSummaries_confidence,CONFIG_showPunishmentId,CONFIG_showPunishmentId_reason,CONFIG_showPunishmentId_confidence,CONFIG_showRewardId,CONFIG_showRewardId_reason,CONFIG_showRewardId_confidence,CONFIG_showNRounds,CONFIG_showNRounds_reason,CONFIG_showNRounds_confidence,CONFIG_punishmentExists,CONFIG_punishmentExists_reason,CONFIG_punishmentExists_confidence,CONFIG_punishmentCost,CONFIG_punishmentCost_reason,CONFIG_punishmentCost_confidence,CONFIG_punishmentTech,CONFIG_punishmentTech_reason,CONFIG_punishmentTech_confidence,CONFIG_rewardExists,CONFIG_rewardExists_reason,CONFIG_rewardExists_confidence,CONFIG_rewardCost,CONFIG_rewardCost_reason,CONFIG_rewardCost_confidence,CONFIG_rewardTech,CONFIG_rewardTech_reason,CONFIG_rewardTech_confidence,CONFIG_endowment,CONFIG_endowment_reason,CONFIG_endowment_confidence,DV_contributionRate,DV_contributionRate_reason,DV_contributionRate_confidence,DV_contributionAmount,DV_contributionAmount_reason,DV_contributionAmount_confidence,DV_efficiency,DV_efficiency_reason,DV_efficiency_confidence,DV_groupPayoff,DV_groupPayoff_reason,DV_groupPayoff_confidence,participant_country,participant_country_reason,participant_country_confidence,participant_age,participant_age_reason,participant_age_confidence,participant_gender,participant_gender_reason,participant_gender_confidence,participant_education,participant_education_reason,participant_education_confidence,experiment_environment,experiment_environment_reason,experiment_environment_confidence,other_game_info,other_game_info_reason,other_game_info_confidence
10.1023_B_ACBI.0000043440.36462.1a.md,Structured society – varying sensitivity to punishment,"Figures 8, 9, 10, and 11 examine age, average generosity, occupational composition, and generosity distributions for structured societies with different susceptibilities to punishment.",0.86,"Labor structure: present (farmers, miners, traders); Sensitivity to punishment: variable between 0 and 5 deciles of wf increase in generosity after punishment; Percentage of altruistic punishers: positive and fixed across these runs (exact value not reported); Cost of punishment: 10% of wf to punisher and punished.",Methods define sensitivity range; Results discuss Figure 9 as average generosity in structured societies with different susceptibilities; altruistic punishers must be present; their percentage is not numerically specified.,0.78,False,Agent-based computer simulation.,1,False,Not an empirical study.,1,False,No human lab setting.,1,True,All data from simulation runs.,1,False,No closed-form analytical results.,0.9,500,Figures 8 and 9 refer to 500 agents; Figure 10 caption: percentage of agents after 100 time-steps in simulations shown in Figure 9; simulations repeated 200 times.,0.98,100,Results consistently reported after 100 time-steps.,0.96,1,Donation/generosity remains a continuous fraction decision.,0.9,N/A,No public goods contribution phase.,1,N/R,No MPCR defined.,1,N/A,No human chat component.,1,N/A,No human interface.,1,N/A,No human identities.,1,N/A,No explicit reward technology.,1,N/A,Agents are not informed of number of time-steps.,1,1,Sensitivity to punishment implies that punishments occur from altruistic punishers.,0.95,0.1,Same fixed punishment cost of 10% wf for punisher and punished as elsewhere.,0.99,0.1,Punishment reduces both agents' wf by 10%; cost equals inflicted damage.,0.7,0,No separate reward behavior defined.,0.9,N/A,Reward not modeled.,1,N/A,No reward multiplier parameter.,1,N/R,Starting wealth quantities are not provided.,0.3,N/R,"Outcomes focus on generosity, agent age, and occupational composition; contribution rate in PGG sense not defined.",0.2,N/R,Exact donated amounts are not specified.,0.2,N/R,No explicit efficiency measure is computed.,0.2,N/R,Aggregate wealth is not numerically broken down by sensitivity levels for structured societies in these figures.,0.2,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Computer simulation without human data.,1,"Same structured Sociodynamica setup as in other division-of-labor conditions: farmers harvest food only, miners harvest minerals only, and traders exchange resources, increasing mineral value by 50%. Sensitivity to punishment—how much generosity increases after being punished—is varied. Figures indicate that higher sensitivity increases the proportion of farmers and decreases miners and traders, reduces the number of agents with zero generosity, and increases susceptibility of average generosity to the presence of altruistic punishers. Structured societies show higher mortality (lower ages) compared to non-structured societies under comparable punishment regimes.",Collects model details and emphasizes how varying sensitivity interacts with division of labor and punishment.,0.94
10.1007_s10144-013-0423-0.md,Entrance fee model – analytical scenarios (no human subjects),"Entrance fee model is a mathematical bioeconomic model exploring different parameter constellations (F, t0, α, q) without empirical subjects; treated as one analytical condition set.",0.83,"Entrance fee q varied continuously; tourist sensitivity to resource α ∈ {0, 0.5, 1}; fishing effort by divers F ∈ {1, 10}; baseline tourism interest t0 ∈ {1, 10}","Text describes sensitivity analysis over α in Fig. 1a,b and parameter sets F=10,t0=1 vs F=1,t0=10 while optimizing entrance fee q.",0.91,False,Purely theoretical differential equation model without human participants.,1,False,No controlled experiment; only analytical exploration of equations.,1,False,"Not a lab or field experiment, just theory.",1,False,Main results are closed-form/analytical and qualitative; numerical illustrations not described as computational simulations with agents.,0.7,True,"Model is given as differential equations and optimizations solved analytically (e.g., optimal q*).",1,0,No individual players; model is aggregate fishing association and tourists.,1,0,No discrete rounds; continuous-time dynamics.,1,1,Contribution concept does not apply (no PGG structure); set to 1 by default for non-human analytical model per instructions.,0.3,N/A,No human contributions to a public good.,1,N/R,No public goods game; MPCR not defined.,1,N/A,No human subjects or interaction protocol.,1,0,No interface to show summaries; purely analytical.,1,N/A,No punishment or identities.,1,N/A,No rewards or identities.,1,0,No rounds in the model.,1,0,Entrance fee is not social punishment; no sanctioning institution.,1,N/A,No punishment implemented.,1,N/A,No punishment implemented.,1,0,No explicit rewarding mechanism.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,0,No endowment per player is defined.,1,N/R,No contribution variable in this model.,1,N/R,No contribution variable in this model.,1,N/R,Paper optimizes total benefit Φ but does not report normalized efficiency measure.,0.6,N/R,Total benefit Φ is characterized functionally but no single numeric outcome is given as a result to extract.,0.5,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Purely mathematical analysis.,1,Bioeconomic model of a common fishing ground with tourists and traditional divers; continuous-time logistic resource dynamics with harvest terms rX(1−X/K)−aFX−bTX and tourist demand T=t0 X^α e^{−βq}; fishing association chooses entrance fee q to maximize total benefit Φ=paFX+qT.,Summary of model structure from section 'Entrance fee model'.,1
10.1007_s10144-013-0423-0.md,Restricted fishing-ground model – analytical scenarios (no human subjects),Restricted fishing-ground model is a theoretical two-patch resource model; four parameter cases (migration high/low × α) are explored analytically but not as separate empirical conditions.,0.86,"Fraction of fishing ground open to tourists s ∈ [0,1]; migration rate m (very small vs very large, e.g., m≈0 or m=∞); tourist sensitivity to resource α ∈ {0,1}",Section 'Determination of the optimal fraction...' explicitly varies m (very high/low) and α (0 or 1) to determine optimal s*.,0.9,False,Model is purely mathematical; no human subjects.,1,False,Not an empirical or lab experiment.,1,False,No lab or field context.,1,False,"Main results are qualitative/analytical (conditions (7a),(7b)); no explicit simulation protocol.",0.7,True,Two coupled differential equations solved/approximated analytically; derive conditions for s*.,1,0,"Model describes aggregate divers and tourists, not discrete players.",1,0,Continuous-time dynamics.,1,1,No discrete contribution choice; default to 1 for non-human analytical model.,0.3,N/A,No endowment/contribution framework.,1,N/R,No MPCR defined.,1,N/A,No human interaction.,1,0,No user interface or feedback.,1,N/A,No punishment institution.,1,N/A,No reward institution.,1,0,No rounds.,1,0,"Access restriction is a management policy, not modeled as punishment for deviators.",1,N/A,No punishment implemented.,1,N/A,No punishment implemented.,1,0,No explicit reward mechanism.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,0,No player endowments.,1,N/R,No notion of contribution.,1,N/R,No notion of contribution.,1,N/R,They maximize total benefit Φ but do not report normalized efficiency.,0.6,N/R,Optimal Φ and s* described conditionally rather than as specific numeric payoffs.,0.5,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Purely theoretical analysis.,1,"Two-area reserve-style model: area 1 reserved for traditional divers, area 2 open to tourists. Resource dynamics: dX1/dt = rX1(1−X1/((1−s)K)) − a(F/(1−s))X1 − m s X1 + m(1−s)X2; dX2/dt = rX2(1−X2/(sK)) − b(T/s)X2 − m(1−s)X2 + m s X1; tourist demand T = t0 X2^α. Fishing association chooses optimal open fraction s* to maximize total benefit Φ = p a(F/(1−s)) X1 + a_shop T, with analytical conditions for s* depending on migration m and α.",Summary from 'Restricted fishing-ground model' and 'Determination of the optimal fraction...' sections.,1
10.1007_s10144-013-0423-0.md,Awareness-raising model – dynamic optimization (no human subjects),"Second model is a dynamic optimization/control model for investment in awareness-raising vs direct conservation; solved via dynamic programming and Pontryagin’s principle, no participants.",0.93,"Control variable u(t) ∈ [0,1]: fraction of resources allocated to awareness-raising vs direct conservation; parameters varied conceptually: α (0<α<1), g0, f, μ, ν, δ.","Model explicitly defines u(t) as control; text discusses how optimal stationary social concern y* depends on α, g0, f, δ, v.",0.88,False,"Model concerns a hypothetical conservation manager and public, but no actual human data or experiments.",1,False,"Optimization of differential equations, not an experiment.",1,False,No lab environment.,1,True,"They use dynamic programming with numerical calculation to obtain optimal trajectories and stationary levels (e.g., Fig. 5,6), which is a numerical simulation of the control problem.",0.78,True,They also derive analytical expression for y* using Pontryagin’s maximum principle.,1,0,Framework is aggregate (manager plus mass of supporters) without discrete players.,1,0,Infinite-horizon continuous-time model.,1,1,No discrete contribution choice; default 1 for analytical non-human models.,0.3,N/A,No endowment or PGG structure.,1,N/R,No public goods game.,1,N/A,No human interaction.,1,0,No subject interface.,1,N/A,No punishment mechanism.,1,N/A,No explicit rewards.,1,0,No rounds in continuous-time optimization.,1,0,Model does not include sanctions for non-contributors; only investment decisions.,1,N/A,No punishment.,1,N/A,No punishment.,1,0,No formal reward for prosocial behavior; funding is an exogenous function of concern.,1,N/A,No reward institution.,1,N/A,No reward institution.,1,0,No notion of per-player endowment.,1,N/R,No contribution decision variable per individual.,1,N/R,"Model outputs are x(t), y(t), u(t), not contributions.",1,N/R,Objective is to maximize discounted integral of x(t); no normalized efficiency metric reported.,0.6,N/R,"They do not report a single numeric payoff, only trajectories and expressions.",0.5,N/A,No human subjects.,1,N/A,No human subjects.,1,N/A,No human subjects.,1,N/A,No human subjects.,1,No human,Theoretical control model only.,1,"Continuous-time optimal control problem for biodiversity conservation. State variables: x(t) (quality of conservation target) and y(t) (social concern/supporters). Dynamics: dx/dt = (1−u) g(y) − μ x, dy/dt = f u g(y) − ν y, with funding g(y) = g0 y^α for 0<α<1. Control u(t) is fraction of resources allocated to awareness-raising vs direct conservation. Objective: maximize discounted integral φ = ∫_0^∞ e^{−δ t} x(t) dt subject to 0≤u(t)≤1. Solved via dynamic programming (numerical u*(x,y) and trajectories) and Pontryagin’s maximum principle, yielding stationary optimal concern y* = ((α g0 f)/(δ+ν))^{1/(1−α)}.",Synthesis of model equations and solution description from 'Dynamic optimization of awareness-raising activity' and 'Optimal schedule of allocation' sections.,1
10.1007_s10144-013-0423-0.md,"Graduated punishment model – homogeneous population, with evaluation errors","Third model includes explicit punishment P as a variable and first analyzes a homogeneous population with quantal response and evaluation errors (ε1, ε2); this constitutes one analytical condition.",0.91,"Punishment level P (optimized); harm H varied; benefit of selfish action B (e.g., B=1 in examples); error probabilities ε1, ε2 (e.g., ε1=ε2=0.1); sensitivity β fixed (e.g., β=0.5). Population is homogeneous in β.","Text and Fig. 7 describe optimal P*(H) for homogeneous population with β=0.5, ε1=ε2=0.1, B=1.",0.94,False,No actual participants; behavioral responses modeled via quantal response equilibrium.,1,False,Analytical optimization of welfare; no experimental manipulation with data.,1,False,Not a lab or field experiment.,1,True,"Optimal punishment curves (e.g., Fig. 7,8) rely on numerical evaluation of integrals and welfare under varying P and H, which is a numerical simulation of the analytical model.",0.76,True,"Utility functions, welfare, and QRE probabilities are derived in closed form; some qualitative properties obtained analytically.",1,0,Population size N appears symbolically; not instantiated as finite players in simulations.,0.9,0,Static one-shot choice framework with welfare evaluated for given parameters.,1,1,Each player chooses between two pure actions (prosocial vs selfish); this is effectively an all-or-nothing contribution choice.,0.95,N/A,No initial allocation between public/private accounts.,1,N/R,Not framed as a linear public goods game with MPCR.,1,N/A,No explicit communication modeled.,1,0,"Model assumes players respond to utilities, not to displayed histories or summaries.",0.9,N/R,Pool punishment institution is abstract; no mention of identity revelation.,0.5,N/A,No rewards exist in this condition.,1,0,One-shot setting; no rounds to display.,1,1,Central object of this model is punishment level P applied to selfish players (with error).,1,N/R,Institutional or administrative cost of punishment is not modeled; only its effect on utilities via P.,0.4,N/R,Model uses P directly as reduction in selfish player utility; does not specify cost-to-impact ratio as in standard punishment tech terms.,0.6,0,No positive incentives; only punishment.,1,N/A,No rewards.,1,N/A,No rewards.,1,0,"Model is in utility units B, H, λ, P; no per-player monetary endowment.",1,N/R,"They report fraction choosing selfish vs prosocial actions (N_s/N) as function of ΔU, but no specific numeric contribution rate is highlighted as outcome.",0.6,N/R,No token contributions are modeled.,1,N/R,"Social welfare Φ/N is the efficiency criterion, but no specific numeric efficiency values are tabulated.",0.6,N/R,"While Φ/N is expressed, no single payoff outcome is given for a particular parameter set beyond qualitative patterns.",0.6,N/A,No actual participants.,1,N/A,No actual participants.,1,N/A,No actual participants.,1,N/A,No actual participants.,1,No human,Model-based analysis only.,1,"One-shot social dilemma with N players, each choosing prosocial or selfish action. Prosocial utility: U_p = λ − (N_s/N) H − ε1 P; selfish utility: U_s = λ − (N_s/N) H + B − (1−ε2)P. Social welfare: Φ/N = λ + (N_s/N)(B−P−H). Players choose actions according to quantal response equilibrium with sensitivity β: p_s = 1 / (1 + exp[−β(B−P)]), or with errors incorporated. Goal: choose punishment P to maximize welfare, yielding for homogeneous β and no errors P*=0 if B>H, P*→∞ if B<H; with evaluation errors ε1,ε2>0, optimal P* becomes finite and exhibits a jump then slow growth with H (Fig. 7).","Summarizes homogeneous-population case with QRE and evaluation errors from 'Modeling the most efficient punishment institution', 'Quantal response equilibrium', and 'Two kinds of errors'.",1
10.1007_s10144-013-0423-0.md,"Graduated punishment model – heterogeneous population, with evaluation errors","Same punishment framework as previous, but now β is heterogeneous (exponential distribution) leading to graduated optimal punishment P*(H); treated as distinct analytical condition.",0.95,"Punishment level P (optimized); harm H varied; benefit of selfish action B (e.g., B=1); error probabilities ε1=ε2=0.1; distribution of sensitivity β is exponential with mean β̄ (e.g., β̄=0.5). Population heterogeneous in β.","Section 'Heterogeneity of the response...' defines β with exponential distribution mean β̄ and Fig. 7 shows P*(H) for heterogeneous population with ε1=ε2=0.1, B=1, β̄=0.5.",0.97,False,"As above, purely theoretical.",1,False,"Analytical/numerical exploration, not an experiment.",1,False,No lab setting.,1,True,"They numerically integrate over β distribution to compute N_s/N and optimize P, illustrating curves in Fig. 7 and Fig. 8b.",0.85,True,They derive approximate analytical formula for optimal punishment P_approx ≈ B + sqrt[(1/(ε1 β̄)) H] for large H.,1,0,Continuum of players represented by β distribution; N not explicitly finite.,0.9,0,Static one-shot choice model.,1,1,"Each agent chooses between full prosocial or full selfish action, not a continuous mix.",0.95,N/A,No endowment allocation.,1,N/R,Not formulated as PGG with MPCR.,1,N/A,No communication described.,1,0,"Players react to utilities, not displayed feedback.",0.9,N/R,Punishment is abstract; no information on identity revelation.,0.5,N/A,No rewards.,1,0,Single decision; no rounds.,1,1,Central mechanism is punishment P applied to selfish acts (modulated by error probabilities).,1,N/R,No explicit cost function for punishment is given.,0.4,N/R,Utility impact of punishment is embedded directly in P and error terms; not decomposed as cost-effect ratio.,0.6,0,Only sanctions are modeled.,1,N/A,No rewards.,1,N/A,No rewards.,1,0,"Utilities B, H, λ, P are modeled but not a fixed endowment per person.",1,N/R,"They do show probability of selfish action vs ΔU (Fig. 8b) and N_s/N vs P,H implicitly, but do not highlight a particular numeric contribution rate as a main outcome.",0.6,N/R,No token amounts modeled.,1,N/R,"Objective is to maximize Φ/N; they comment on proportionality of P* to sqrt(H) and shape of P*(H), but do not report concrete efficiency values.",0.6,N/R,"Welfare expression exists, but no single payoff is presented for a fixed parameter set aside from qualitative patterns.",0.6,N/A,Model only.,1,N/A,Model only.,1,N/A,Model only.,1,N/A,Model only.,1,No human,Theoretical population model.,1,"Same social dilemma structure as homogeneous case, but individual sensitivity β to utility differences is heterogeneous: β ~ Exponential(mean β̄). Fraction selfish: N_s/N = ∫_0^∞ [1 / (1 + exp(−β(B − P(1−ε1−ε2))))] (e^{−β/β̄} / β̄) dβ. Social welfare Φ/N uses this N_s/N. With ε1=ε2=0.1, B=1, β̄=0.5, optimal punishment P*(H) is zero for small H, jumps modestly at a threshold H (~6), then increases smoothly and approximately follows P_approx ≈ B + sqrt[(1/(ε1 β̄)) H] for large H, producing a graduated punishment schedule as harm H increases.","Condensed from 'Heterogeneity of the response to utility differences among players', Fig. 7, Fig. 8b, and derived approximation Eq. 20.",1
10.1016_j.physleta.2014.11.035.md,Analytical evolutionary model – low mutation (μ → 0),Distinct analytical regime analyzing fixation and stationary probabilities in the low-mutation limit.,1,"Benefit of cooperation b, cost of cooperation c, punishment cost α, punishment effectiveness γ, population size N, selection strength ω, mutation rate μ≈0",These parameters are systematically varied or examined to determine when parochial altruism (CP) is favored under low mutation.,1,False,No human or biological subjects; purely theoretical model.,1,False,No controlled experiment with subjects; only mathematical and numerical analysis.,1,False,No laboratory setting with participants.,1,True,"Uses numerical simulations based on fixation probabilities in a Moran process plus analytical derivations, all with virtual agents.",1,True,Closed-form conditions and inequalities for strategy abundance are derived analytically.,1,20,Typical parameter in Fig. 1 and 3 is N=20 for the low-mutation analysis described in detail.,0.7,1,"Moran process with repeated birth–death steps, but no discrete repeated-game rounds are defined; encode as a single evolutionary interaction stage.",0.3,1,"Interactions are single PD or punishment games with fixed strategies CP, CNP, DP, DNP; no choice of a continuous contribution level, so contribution amount is effectively all-or-nothing cooperation/defection; encode as 1 since players can choose cooperate vs defect rather than a forced contribution.",0.4,N/A,No endowment or public-good contribution stage; only pairwise PD and punishment games.,1,N/R,No public goods game with a linear multiplier is modeled.,1,N/A,No human subjects or communication; purely theoretical agents.,1,N/A,No information presentation to human players.,1,N/A,No identities or visibility assumptions for real players.,1,N/A,No reward mechanism in this model.,1,N/A,No human interface or display of rounds.,1,1,Out-group interactions use a punishment game with strategies P and NP and parameters α and γ.,1,N/R,Cost parameter of punishment is α but no mapping to discrete 'coins spent per unit' is defined.,0.4,N/R,"Effectiveness parameter γ exists, but not in a coin-per-unit technology format.",0.4,0,Only punishment is modeled; no rewarding of others.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,"Model specifies payoffs b, c, α, γ but no explicit endowment per round.",0.3,N/R,"Main outcomes are fixation probabilities and stationary frequencies of strategies, not normalized contribution rates.",0.2,N/R,No explicit contribution levels; only binary cooperate/defect strategies.,0.2,N/R,No explicit efficiency ratio of realized to maximal payoffs is reported.,0.2,N/R,"Payoff matrices are defined, but aggregate group payoff statistics are not directly reported as outcome variables.",0.3,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Purely theoretical/simulation-based evolutionary model.,1,"Well-mixed population of size N split into two observable-color groups (Red, Green). Four strategies: CP (in-group cooperate, out-group punish), CNP (in-group cooperate, out-group not punish), DP (in-group defect, out-group punish), DNP (defect, no punishment). In-group interactions: Prisoner’s Dilemma with payoff matrix [[b−c, −c],[b,0]] and b>c>0. Out-group interactions: punishment game with matrix [[−α−γ, −α],[−γ,0]] and γ>α>0. Dynamics: frequency-dependent Moran process with Birth–Death updating, selection strength ω, mutation rate μ→0, analytical fixation probabilities and stationary distributions.",Summarizes explicit model description in the Model and Results sections for the low-mutation regime.,1
10.1016_j.physleta.2014.11.035.md,Analytical evolutionary model – high mutation (μ → 1),Distinct analytical regime where mutation dominates and each strategy is present with similar frequency.,1,"Benefit of cooperation b, cost of cooperation c, punishment cost α, punishment effectiveness γ, population size N (large), selection strength ω (weak), mutation rate μ≈1",These parameters enter the condition α + c < 0 and define when parochial altruism could be favored under high mutation.,1,False,No human or animal subjects involved.,1,False,Not an empirical experiment; it is theoretical analysis.,1,False,No lab or field setting with human participants.,1,True,"Uses theoretical results from prior work and the same agent-based Moran framework, but analyzed in the high-mutation limit.",1,True,Condition α + c < 0 is derived analytically for large N and weak selection.,1,N/R,High-mutation results assume large population size N but do not fix a specific numeric N.,0.2,1,Evolutionary birth–death process without discrete repeated-game rounds; encoded as a single-stage interaction.,0.3,1,Same binary cooperate/defect and punish/not punish choices as the base model.,0.6,N/A,No endowment or public contributions defined.,1,N/R,No public-good multiplier defined.,1,N/A,No human subjects.,1,N/A,No user interface or feedback to players.,1,N/A,No modeled identities of real players.,1,N/A,No rewards in the model.,1,N/A,No experimental interface.,1,1,Same punishment game for out-group interactions as in the base model.,1,N/R,Cost α is present but no discrete cost-per-unit specification.,0.4,N/R,Effectiveness γ is present but not mapped to a punishment technology definition.,0.4,0,"Only costly punishment, no rewards.",1,N/A,No rewards.,1,N/A,No rewards.,1,N/R,No explicit per-player endowment given.,0.3,N/R,Outcome is whether strategy CP can be favored; no explicit contribution fractions reported.,0.2,N/R,No numeric contribution magnitudes reported.,0.2,N/R,"The result is qualitative (CP never favored under α+c>0), not framed via efficiency.",0.2,N/R,Average payoffs are used analytically but not reported as outcome numbers.,0.3,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Analytical conditions for a purely theoretical population model.,1,"Same two-group, four-strategy evolutionary game as the base model: CP, CNP, DP, DNP; in-group PD with benefit b and cost c; out-group punishment game with cost α and fine γ; dynamics via Moran process with Birth–Death updating and weak selection. In the high-mutation limit (μ→1), each strategy is present with roughly equal frequency, and analytical comparison of average payoffs yields the condition α + c < 0 for CP to be favored, which is impossible under the assumed constraints c>0 and α>0, so parochial altruism is never favored for high mutation.",Summarizes Section 3.2 high-mutation analysis.,1
10.1016_j.physleta.2014.11.035.md,Analytical evolutionary model – intermediate mutation (0 < μ < 1),Separate analytical regime where low- and high-mutation results are combined linearly to yield conditions for intermediate μ.,1,"Benefit of cooperation b, cost of cooperation c, punishment cost α, punishment effectiveness γ, population size N (large), selection strength ω (weak), intermediate mutation rate μ",These parameters appear in the piecewise condition for CP to be favored under intermediate mutation.,1,False,No empirical data; fully theoretical.,1,False,Not an experiment but an analytical study of an evolutionary model.,1,False,No lab or field implementation.,1,True,Conditions are derived via a linear combination of analytical low- and high-mutation results grounded in the same simulation-ready Moran framework.,1,True,"Explicit inequalities in terms of b, c, α, γ, N, μ are provided.",1,N/R,"Intermediate-mutation section refers generically to large N, but no specific value is fixed.",0.2,1,Same Moran process without discrete game rounds.,0.3,1,Strategies retain binary choices for cooperation and punishment as in the main model.,0.6,N/A,No endowment contribution stage.,1,N/R,No public good multiplier.,1,N/A,No human participants.,1,N/A,No display or interface.,1,N/A,No notion of revealed identities for human players.,1,N/A,Reward not modeled.,1,N/A,No explicit rounds shown.,1,1,Intergroup punishment game P vs NP is still part of the strategy set.,1,N/R,α is present but not parameterized as cost-per-unit in a discrete sense.,0.4,N/R,γ represents effectiveness but is not cast as a per-unit technology.,0.4,0,No reward actions included.,1,N/A,No rewards.,1,N/A,No rewards.,1,N/R,Endowments are not specified.,0.3,N/R,Key outcome is whether CP is favored; no contribution-rate statistics.,0.2,N/R,No numeric contribution data.,0.2,N/R,Conditions for CP are given but not expressed as efficiency measures.,0.2,N/R,Group payoff is implicit in the payoff matrices but not reported as a DV.,0.3,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Analytical treatment of an abstract evolutionary model.,1,"Same two-group evolutionary setup with strategies CP, CNP, DP, DNP; in-group PD (b,c) and out-group punishment (α,γ); Moran BD dynamics with weak selection. For intermediate mutation 0<μ<1 and large N, they linearly combine low- and high-mutation results to show that CP is favored if and only if b exceeds a μ-dependent threshold: b>c for c in [0, (γ−(Nμ+1)α)/(Nμ+2)), and b>3c+α−γ+Nμ(α+c) for larger c. As μ increases, the required benefit b grows, implying higher mutation rates are more detrimental to the evolution of parochial altruism.",Summarizes Section 3.3 intermediate-mutation conditions.,1
10.1111_apce.12343.md,"O-VCM (Homogeneous, No Punishment)","Condition label and description explicitly given: homogeneous MPCR, VCM without punishment (O-VCM).",1,Punishment mechanism = None; MPCR structure = Homogeneous (all MPCR = 0.5),VCM condition has no punishment; homogeneous treatment has all MPCR=0.5.,1,True,Laboratory experiment with student subjects.,1,True,Controlled lab public goods experiment.,1,True,Conducted at National Taipei University lab using z-Tree.,1,False,"Only human subjects, no agent-based or numerical simulation.",1,False,No purely analytical model reported as a separate study.,1,4,Public good game with four subjects per group.,1,6,Each condition (part) has six periods; VCM is Part I (Periods 1–6).,1,1,Subjects choose how many of 20 tokens to invest; continuous 0–20.,1,0,Endowment is given to subjects who decide how much to invest; starts in private account.,1,0.5,Homogeneous treatment: each subject has MPCR of 0.5.,1,0,No mention of communication; standard anonymous VCM.,0.9,1,At end of each period subjects see aggregate contributions and own payoff.,0.9,0,"No punishment stage in VCM; not applicable but must code 0/1, set 0.",0.5,0,No rewards in any condition.,1,0,Paper does not state that total or remaining periods are displayed.,0.4,0,Pure VCM without punishment in this condition.,1,N/A,No punishment mechanism in this condition.,1,N/A,No punishment mechanism in this condition.,1,0,No reward mechanisms described.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,20,Each subject is endowed with 20 tokens at start of each period.,1,0.864,Average group contribution 17.28 out of max 20 (per group of 4): 17.28/20.,0.9,17.28,Table 2: group contribution in O-VCM.,1,97.28,"Max group earnings are 160; Table 7 shows group payoffs 97.28 but does not normalize; schema asks 0–1 but value not reported as fraction, so leaving raw is closest available.",0.4,97.28,Table 7: group payoffs O-VCM.,1,Taiwan,Experiment conducted at National Taipei University in Taiwan.,1,N/R,Only identified as university students; no age range or mean reported.,0,N/R,No gender information provided.,0,University students,Participation open to all students enrolled at National Taipei University.,1,On site,Lab sessions physically conducted at the university with z-Tree and partitions.,1,Stranger matching each period; group composition randomly changes every period; 16 sessions; homogeneous MPCR=0.5; 192 subjects total across all treatments; conversion rate 1 token = 5 NTD; random-pay period payment scheme.,Design and procedures sections summarize these features.,1
