custom_id,paper_id,dimension,present,evidence_tier,effect_direction,evidence_basis,notes,support_refs
10.1002_ajpa.1330770407,10.1002_ajpa.1330770407,show_punishment_id,yes,contextual,more_positive,discussion_only,"In the two-person game, punishment is always targeted at the partner (identifiable). In the n-person generalization, the paper discusses both cases: with and without unique identification of defectors. Unique identification (as in TFT) increases the effectiveness of punishment.",GENERALIZING TO THE N-PERSON PD
10.1002_bdm.1810,10.1002_bdm.1810,player_count,yes,informative_direct,N/A,manipulated,All games are played in pairs (2 players).,METHOD: Participants and procedure | METHOD: Information conditions
10.1002_bdm.1810,10.1002_bdm.1810,num_rounds,yes,informative_direct,N/A,manipulated,200 rounds per game; number of rounds is not revealed to participants.,METHOD: Participants and procedure
10.1002_bdm.1810,10.1002_bdm.1810,chat,yes,informative_direct,N/A,manipulated,No communication or chat allowed between players; all interaction is via choices.,METHOD: Participants and procedure | METHOD: Information conditions
10.1002_bdm.1810,10.1002_bdm.1810,all_or_nothing,yes,informative_direct,N/A,manipulated,Binary choice each round: Action A (defect) or Action B (cooperate).,METHOD: Participants and procedure | METHOD: Information conditions | Table 1
10.1002_bdm.1810,10.1002_bdm.1810,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out.,
10.1002_bdm.1810,10.1002_bdm.1810,mpcr,yes,informative_direct,N/A,manipulated,"Payoff matrix: mutual cooperation yields 1 point each; mutual defection yields -1 each; unilateral cooperation yields -10 (cooperator), 10 (defector). MPCR is not directly defined, but the structure is standard for IPD.",Table 1 | METHOD: Information conditions
10.1002_bdm.1810,10.1002_bdm.1810,punishment_cost,no,not_present,N/A,N/A,"No explicit costly punishment mechanism; punishment is operationalized as defection after defection, not as a separate action with cost.",
10.1002_bdm.1810,10.1002_bdm.1810,punishment_tech,no,not_present,N/A,N/A,No explicit punishment technology; no manipulation of punishment impact per cost.,
10.1002_bdm.1810,10.1002_bdm.1810,reward_exists,no,not_present,N/A,N/A,No explicit reward mechanism; cooperation is not a costly reward action.,
10.1002_bdm.1810,10.1002_bdm.1810,reward_cost,no,not_present,N/A,N/A,No explicit reward cost; not applicable.,
10.1002_bdm.1810,10.1002_bdm.1810,reward_tech,no,not_present,N/A,N/A,No explicit reward technology; not applicable.,
10.1002_bdm.1810,10.1002_bdm.1810,show_n_rounds,yes,informative_direct,N/A,manipulated,Number of rounds (200) is not revealed to participants; rounds are unnumbered.,METHOD: Participants and procedure
10.1002_bdm.1810,10.1002_bdm.1810,show_other_summaries,yes,informative_direct,more_positive,manipulated,"In Mid-Info and Max-Info conditions, players see the other's actions and outcomes each round; in No-Info and Min-Info, they do not. Seeing others' actions/outcomes increases efficiency.",METHOD: Information conditions | RESULTS: Individual cooperation | RESULTS: Mutual cooperation | DISCUSSION
10.1002_bdm.1810,10.1002_bdm.1810,show_punishment_id,no,not_present,N/A,N/A,No explicit punishment or identification of punisher; all actions are anonymous and simultaneous.,
10.1002_bdm.1976,10.1002_bdm.1976,player_count,yes,informative_direct,N/A,manipulated,All experiments use groups of 4 players.,Experiment 1 Method | Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,num_rounds,yes,informative_direct,N/A,manipulated,All experiments use 10 rounds.,Experiment 1 Method | Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,chat,yes,informative_direct,N/A,manipulated,Communication between participants was forbidden.,Experiment 1 Method | Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution is continuous: players choose any amount between 0 and 20.,Experiment 1 Method | Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing; participants enter their chosen amount.,
10.1002_bdm.1976,10.1002_bdm.1976,mpcr,yes,informative_direct,N/A,manipulated,"Marginal per capita return (mpcr) is 0.4 (multiplier 1.6, 4 players).",Experiment 1 Method | Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,punishment_cost,yes,informative_direct,N/A,manipulated,"Punisher pays 1 Taler per reduction point, regardless of role.",Experiment 1 Method | Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,punishment_tech,yes,informative_direct,mixed,manipulated,Punishment effectiveness: strong player (Type A) reduces target's income by 4 per point; weak player (Type B) reduces by 1 per point. Average effectiveness is 1.75 in most conditions. The paper shows that higher punishment effectiveness combined with instability leads to lower efficiency.,Experiment 1 Method | Table 1 | Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,reward_exists,no,not_present,N/A,N/A,No reward mechanism is present in any condition.,
10.1002_bdm.1976,10.1002_bdm.1976,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1002_bdm.1976,10.1002_bdm.1976,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1002_bdm.1976,10.1002_bdm.1976,show_n_rounds,yes,informative_direct,N/A,manipulated,Participants are told there are 10 rounds.,Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,show_other_summaries,yes,informative_direct,N/A,manipulated,"Players are shown others' contributions, total incomes, and punishment received/assigned after each round.",Experiment 1 Method | Appendix: Instructions
10.1002_bdm.1976,10.1002_bdm.1976,show_punishment_id,yes,informative_direct,N/A,manipulated,"Players are identified by randomly assigned numbers each round; punishment is not attributed to a persistent identity, but players know which anonymous player punished them in that round.",Experiment 1 Method | Appendix: Instructions
10.1002_bdm.2012,10.1002_bdm.2012,player_count,yes,informative_direct,N/A,manipulated,All experiments use a two-player (dyadic) prisoner's dilemma game.,"Method (Experiment 1, 2, 3) | Procedure"
10.1002_bdm.2012,10.1002_bdm.2012,num_rounds,yes,informative_direct,N/A,manipulated,"Each participant interacts with 40 partners (20 female, 20 male), one-shot per partner; no repeated rounds with the same partner.","Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2012,10.1002_bdm.2012,chat,yes,informative_direct,N/A,manipulated,No communication or chat between players is allowed.,"Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2012,10.1002_bdm.2012,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution choice is all-or-nothing: cooperate (invest 30 cents) or defect (invest 0 cents).,"Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2012,10.1002_bdm.2012,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing.,
10.1002_bdm.2012,10.1002_bdm.2012,mpcr,yes,informative_direct,N/A,manipulated,"Each player’s investment is summed, a bonus of 1/3 of total investments is added, and the total is split equally. For mutual cooperation: both invest 30c, total 60c, bonus 20c, total 80c, each gets 40c (gain of 10c each). For unilateral cooperation: cooperator invests 30c, defector 0c, total 30c, bonus 10c, total 40c, each gets 20c. MPCR for each cent invested is 0.5 (since each cent increases the total by 1.5, split equally).","Procedure (Experiment 1, 2, 3) | Payoff structure description"
10.1002_bdm.2012,10.1002_bdm.2012,punishment_cost,yes,informative_direct,N/A,manipulated,Punisher pays 1 cent to reduce partner’s account by 10 cents (cost:impact ratio 1:10).,"Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2012,10.1002_bdm.2012,punishment_tech,yes,informative_direct,N/A,manipulated,Punishment effectiveness: 1 cent spent reduces partner’s account by 10 cents.,"Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2012,10.1002_bdm.2012,reward_exists,no,not_present,N/A,N/A,No reward mechanism is available.,"Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2012,10.1002_bdm.2012,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1002_bdm.2012,10.1002_bdm.2012,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1002_bdm.2012,10.1002_bdm.2012,show_n_rounds,yes,informative_direct,N/A,manipulated,"Participants know the number of trials (40 partners, one-shot each).","Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2012,10.1002_bdm.2012,show_other_summaries,no,not_present,N/A,N/A,No summary information about others’ contributions or payoffs is shown.,"Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2012,10.1002_bdm.2012,show_punishment_id,no,not_present,N/A,N/A,No evidence that punished players can identify who punished them; partners are preprogrammed and only the participant can punish.,"Procedure (Experiment 1, 2, 3)"
10.1002_bdm.2050,10.1002_bdm.2050,player_count,yes,informative_direct,N/A,manipulated,All games were played in groups of 4 players.,Method: Public goods game | Sample
10.1002_bdm.2050,10.1002_bdm.2050,num_rounds,yes,informative_direct,more_positive,manipulated,"Each game version was played for 6 rounds (periods), for a total of 18 rounds. Efficiency trends suggest that longer games may favor democratic punishment.",Method: Public goods game | Results: Total payoff between game versions | Figure 2
10.1002_bdm.2050,10.1002_bdm.2050,chat,yes,informative_direct,N/A,manipulated,No communication or chat was allowed; all interactions were anonymous and computer-mediated.,Method: Public goods game
10.1002_bdm.2050,10.1002_bdm.2050,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution was continuous: each player could choose how many of their 20 MUs to contribute.,Method: Public goods game
10.1002_bdm.2050,10.1002_bdm.2050,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing; contribution was an active choice.,
10.1002_bdm.2050,10.1002_bdm.2050,mpcr,yes,informative_direct,N/A,manipulated,"Each MU contributed was multiplied by 1.6 and divided among 4 players, so MPCR = 0.4.",Method: Public goods game
10.1002_bdm.2050,10.1002_bdm.2050,punishment_cost,yes,informative_direct,N/A,manipulated,Punisher pays 1 MU to reduce target's payoff by 3 MUs (cost:impact = 1:3).,Method: Public goods game | Discussion
10.1002_bdm.2050,10.1002_bdm.2050,punishment_tech,yes,informative_direct,N/A,manipulated,Punishment effectiveness is 3:1 (each MU spent reduces target by 3 MUs).,Method: Public goods game
10.1002_bdm.2050,10.1002_bdm.2050,reward_exists,no,not_present,N/A,N/A,No reward mechanism was available in any condition.,
10.1002_bdm.2050,10.1002_bdm.2050,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1002_bdm.2050,10.1002_bdm.2050,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1002_bdm.2050,10.1002_bdm.2050,show_n_rounds,yes,informative_direct,N/A,manipulated,Participants knew in advance that each game version would last 6 rounds.,Method: Public goods game
10.1002_bdm.2050,10.1002_bdm.2050,show_other_summaries,yes,informative_direct,N/A,manipulated,"After each round, players saw the contributions and payoffs of all other group members.",Method: Public goods game
10.1002_bdm.2050,10.1002_bdm.2050,show_punishment_id,yes,informative_direct,N/A,manipulated,"Players knew how much they punished and were punished, but the game was anonymous and player identities were not revealed. Punishment was assigned to player numbers, which were shuffled each round.",Method: Public goods game
10.1002_bdm.2110,10.1002_bdm.2110,player_count,yes,informative_direct,N/A,manipulated,The public goods game involved 4 players (with a 5th as third-party observer).,Experiment 1 Procedure | Experiment 2 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,num_rounds,yes,informative_direct,N/A,manipulated,The public goods game was one-shot (single round) in both experiments.,Experiment 1 Procedure | Experiment 2 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,chat,yes,informative_direct,N/A,manipulated,No communication or chat between players was allowed.,Experiment 1 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,all_or_nothing,yes,informative_direct,N/A,manipulated,Experiment 1: dichotomous (all-or-nothing) contribution; Experiment 2: continuous contribution.,Experiment 1 Procedure | Experiment 2 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing.,
10.1002_bdm.2110,10.1002_bdm.2110,mpcr,yes,informative_direct,N/A,manipulated,"Each €10 contribution is multiplied by 1.5 and divided among 4 players, so MPCR = 1.5/4 = 0.375.",Experiment 1 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,punishment_cost,yes,informative_direct,N/A,manipulated,Punisher pays €0.10 per point; each point reduces target's payoff by €0.30.,Experiment 1 Procedure | Experiment 2 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,punishment_tech,yes,informative_direct,N/A,manipulated,Punishment effectiveness: each €0.10 spent reduces target's payoff by €0.30 (3:1 ratio).,Experiment 1 Procedure | Experiment 2 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,reward_exists,yes,informative_direct,N/A,manipulated,Reward mechanism was available in reward conditions.,Experiment 1 Procedure | Experiment 2 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,reward_cost,yes,informative_direct,N/A,manipulated,Rewarder pays €0.10 per point; each point increases target's payoff by €0.30.,Experiment 1 Procedure | Experiment 2 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,reward_tech,yes,informative_direct,N/A,manipulated,Reward effectiveness: each €0.10 spent increases target's payoff by €0.30 (3:1 ratio).,Experiment 1 Procedure | Experiment 2 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,show_n_rounds,yes,informative_direct,N/A,manipulated,Participants were told the game was a one-shot (single round) public goods game.,Experiment 1 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,show_other_summaries,yes,informative_direct,N/A,manipulated,Third-party observer was informed of each group member's choice; no evidence of summary statistics shown to players themselves.,Experiment 1 Procedure
10.1002_bdm.2110,10.1002_bdm.2110,show_punishment_id,yes,informative_direct,N/A,manipulated,"Players were told a fifth person (observer) could assign rewards or punishments, but identities were anonymous.",Experiment 1 Procedure
10.1002_bdm.2134,10.1002_bdm.2134,player_count,yes,informative_direct,N/A,manipulated,All studies use a two-person (dyadic) CPR dilemma.,General procedures (2.1) | Study 1 methods (2.2.1) | Study 2 methods (3.1.2) | Study 3 methods (4.1.2) | Study 4 methods (5.1.2)
10.1002_bdm.2134,10.1002_bdm.2134,num_rounds,yes,informative_direct,N/A,manipulated,Most studies use two rounds (R1 and R2) per participant; Study 3 uses only one round for the focal participant.,General procedures (2.1) | Study 1 methods (2.2.2) | Study 2 methods (3.1.2) | Study 3 methods (4.1.2) | Study 4 methods (5.1.2)
10.1002_bdm.2134,10.1002_bdm.2134,chat,yes,informative_direct,N/A,manipulated,No communication or chat is allowed between participants; all decisions are made independently and anonymously.,General procedures (2.1) | Study 1 methods (2.2.2)
10.1002_bdm.2134,10.1002_bdm.2134,all_or_nothing,yes,informative_direct,N/A,manipulated,"Withdrawal choices are continuous (integer values from 0 to 6 units), not all-or-nothing.",General procedures (2.1)
10.1002_bdm.2134,10.1002_bdm.2134,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out; participants choose withdrawal amount directly.,
10.1002_bdm.2134,10.1002_bdm.2134,mpcr,yes,informative_direct,N/A,manipulated,"After withdrawals, remaining pool is multiplied by 1.5 and split evenly. With 2 players, MPCR for each unit left is 0.75 per player.",General procedures (2.1)
10.1002_bdm.2134,10.1002_bdm.2134,punishment_cost,no,not_present,N/A,N/A,No punishment or sanction mechanism is present in any study.,
10.1002_bdm.2134,10.1002_bdm.2134,punishment_tech,no,not_present,N/A,N/A,No punishment or sanction mechanism is present.,
10.1002_bdm.2134,10.1002_bdm.2134,reward_exists,no,not_present,N/A,N/A,No reward or positive sanction mechanism is present.,
10.1002_bdm.2134,10.1002_bdm.2134,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1002_bdm.2134,10.1002_bdm.2134,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1002_bdm.2134,10.1002_bdm.2134,show_n_rounds,yes,informative_direct,N/A,manipulated,"Participants are not told in advance that there will be a second round; R2 is a surprise in most studies. In Study 2, incumbents are told they will play two rounds with different opponents.",Study 1 methods (2.2.2) | Study 2 methods (3.1.2)
10.1002_bdm.2134,10.1002_bdm.2134,show_other_summaries,yes,informative_direct,N/A,manipulated,"After each round, participants are told both their own and their opponent's withdrawal, the remaining pool, and payoffs.",Study 1 methods (2.2.2)
10.1002_bdm.2134,10.1002_bdm.2134,show_punishment_id,no,not_present,N/A,N/A,"No punishment or reward mechanism, so no identification of punishers/rewarders.",
10.1002_bdm.2208,10.1002_bdm.2208,player_count,yes,informative_direct,N/A,manipulated,"Each game involves three players: Player C (perpetrator), Player D (victim), and Player E (third-party observer who can punish or compensate).",3.1.2 Materials and procedure | Compensation/punishment game description
10.1002_bdm.2208,10.1002_bdm.2208,num_rounds,yes,informative_direct,N/A,manipulated,"The main scenario is a one-shot (single-round) decision for each unfair event. In Study 2, participants make several decisions in separate rounds (punishment-only, compensation-only, both), but each is a one-shot scenario.",3.1.2 Materials and procedure | 4.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,chat,yes,informative_direct,N/A,manipulated,No communication or chat is allowed; all interactions are anonymous and one-shot.,1.2.1 Compensation/punishment game | 3.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution (punishment/compensation) is continuous: Player E can choose any amount (0 to 50 Talers) to punish or compensate.,3.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,default_contrib,no,not_present,N/A,N/A,No mention of default options or framing of contribution choices.,
10.1002_bdm.2208,10.1002_bdm.2208,mpcr,no,not_present,N/A,N/A,"No marginal per-capita return; the design is not a public goods game. Instead, punishment and compensation are multiplied by a fixed factor.",
10.1002_bdm.2208,10.1002_bdm.2208,punishment_cost,yes,informative_direct,N/A,manipulated,"Punishment is costly: Player E pays 1 Taler to reduce Player C's payoff. In Study 1 and part of Study 2, each punishment Taler reduces the perpetrator's payoff by 3 (1:3 ratio); in another condition in Study 2, the ratio is 1:5.",3.1.2 Materials and procedure | 4.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,punishment_tech,yes,informative_direct,N/A,manipulated,Punishment effectiveness is manipulated: 1:3 (Study 1 and part of Study 2) and 1:5 (Study 2 high efficiency condition).,3.1.2 Materials and procedure | 4.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,reward_exists,yes,informative_direct,N/A,manipulated,Compensation (rewarding the victim) is available as an option for Player E.,3.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,reward_cost,yes,informative_direct,N/A,manipulated,Compensation is costly: Player E pays 1 Taler to increase Player D's payoff by 3 (Study 1 and part of Study 2); no mention of other ratios.,3.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,reward_tech,yes,informative_direct,N/A,manipulated,Compensation effectiveness is 1:3 (1 Taler spent increases victim's payoff by 3). No other ratios are reported.,3.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,show_n_rounds,yes,informative_direct,N/A,manipulated,Participants know the structure: they are told about the number of scenarios/rounds and that the game is one-shot or has a fixed number of decisions.,3.1.2 Materials and procedure | 4.1.2 Materials and procedure
10.1002_bdm.2208,10.1002_bdm.2208,show_other_summaries,no,not_present,N/A,N/A,No mention of summary information about others' contributions or payoffs being shown to participants.,
10.1002_bdm.2208,10.1002_bdm.2208,show_punishment_id,yes,informative_direct,N/A,manipulated,Interactions are anonymous; punished or compensated players do not know the identity of the punisher/compensator.,1.2.1 Compensation/punishment game | 3.1.2 Materials and procedure
10.1002_bdm.2243,10.1002_bdm.2243,player_count,yes,informative_direct,N/A,manipulated,All games are played in groups of 4 participants.,4.1.2 | Procedure | 5.1.2 | Procedure
10.1002_bdm.2243,10.1002_bdm.2243,num_rounds,yes,informative_direct,N/A,manipulated,"Each participant plays 15 CRDs and 15 PGDs (30 one-shot games per participant, not repeated with the same group). Each game is one-shot; there are no repeated rounds with feedback.",4.1.2 | Procedure | 5.1.2 | Procedure
10.1002_bdm.2243,10.1002_bdm.2243,chat,yes,informative_direct,N/A,manipulated,No communication or chat between participants is allowed.,4.1.2 | Procedure
10.1002_bdm.2243,10.1002_bdm.2243,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution/taking/leaving/giving/keeping choices are continuous in steps of 20% (six options from 0% to 100%). Not all-or-nothing.,4.1.2 | Procedure | 5.1.2 | Procedure
10.1002_bdm.2243,10.1002_bdm.2243,default_contrib,no,not_present,N/A,N/A,No mention of default options or framing as opt-in/opt-out.,
10.1002_bdm.2243,10.1002_bdm.2243,mpcr,yes,informative_direct,N/A,manipulated,MPCR is 0.5 in all games (group points left or contributed are doubled and divided equally among 4 players).,4.1.2 | Procedure | Endnote 2
10.1002_bdm.2243,10.1002_bdm.2243,punishment_cost,yes,informative_direct,N/A,manipulated,Punishing costs the punisher 1 point per group member punished; the punished loses 3 points per decrement point.,Sanctioning stage (4.1.2) | Endnote 3
10.1002_bdm.2243,10.1002_bdm.2243,punishment_tech,yes,informative_direct,N/A,manipulated,Punishment effectiveness: 1 point cost to punisher results in 3 point loss to punished (ratio 3:1).,Sanctioning stage (4.1.2) | Endnote 3
10.1002_bdm.2243,10.1002_bdm.2243,reward_exists,yes,informative_direct,N/A,manipulated,Reward is available as a between-subjects condition (participants are assigned to either punishment or reward condition).,4.1.1 | Participants and design | Sanctioning stage (4.1.2)
10.1002_bdm.2243,10.1002_bdm.2243,reward_cost,yes,informative_direct,N/A,manipulated,Rewarding costs the rewarder 1 point per group member rewarded; the rewarded gains 3 points per increment point.,Sanctioning stage (4.1.2) | Endnote 4
10.1002_bdm.2243,10.1002_bdm.2243,reward_tech,yes,informative_direct,N/A,manipulated,Reward effectiveness: 1 point cost to rewarder results in 3 point gain to rewarded (ratio 3:1).,Sanctioning stage (4.1.2) | Endnote 4
