repeat,repeat_index,model,source_id,correlation,baseline_correlation,delta_correlation
rep1,1,GPT-5.1,10.1007_978-3-319-29354-7_9,0.6246262788772583,0.6311749649891302,-0.006548686111871871
rep1,1,GPT-5.1,10.1007_978-3-540-85436-4,0.6735935807228088,0.6311749649891302,0.042418615733678666
rep1,1,GPT-5.1,10.1007_978-3-540-85436-4_5,0.5482496023178101,0.6311749649891302,-0.08292536267132011
rep1,1,GPT-5.1,10.1007_978-3-642-02624-9_8,0.6950280666351318,0.6311749649891302,0.06385310164600166
rep1,1,GPT-5.1,10.1007_978-3-642-13983-3_11,0.742409884929657,0.6311749649891302,0.11123491994052681
rep1,1,GPT-5.1,10.1007_978-3-642-18137-5_14,0.41811004281044006,0.6311749649891302,-0.2130649221786901
rep1,1,GPT-5.1,10.1007_978-981-10-6439-5_8,0.6031020879745483,0.6311749649891302,-0.028072877014581832
rep1,1,GPT-5.1,10.1007_978-981-13-2769-8_2,0.5368450284004211,0.6311749649891302,-0.09432993658870903
rep1,1,GPT-5.1,10.1007_bf01074955,0.6135173439979553,0.6311749649891302,-0.01765762099117485
rep1,1,GPT-5.1,10.1007_s00182-014-0419-9,0.6009082198143005,0.6311749649891302,-0.030266745174829635
rep1,1,GPT-5.1,10.1007_s00182-015-0520-8,0.7113171815872192,0.6311749649891302,0.08014221659808907
rep1,1,GPT-5.1,10.1007_s001820050100,0.6620602607727051,0.6311749649891302,0.030885295783574906
rep1,1,GPT-5.1,10.1007_s001820050124,0.6872736215591431,0.6311749649891302,0.056098656570012895
rep1,1,GPT-5.1,10.1007_s00191-004-0212-1,0.5653523802757263,0.6311749649891302,-0.06582258471340385
rep1,1,GPT-5.1,10.1007_s00191-009-0162-8,0.5827853679656982,0.6311749649891302,-0.04838959702343193
rep1,1,GPT-5.1,10.1007_s00191-010-0204-2,0.5934767127037048,0.6311749649891302,-0.03769825228542534
rep1,1,GPT-5.1,10.1007_s00191-013-0306-8,0.5293261408805847,0.6311749649891302,-0.10184882410854545
rep1,1,GPT-5.1,10.1007_s00191-013-0328-2,0.4541100561618805,0.6311749649891302,-0.17706490882724968
rep1,1,GPT-5.1,10.1007_s00191-014-0375-3,0.49554643034935,0.6311749649891302,-0.1356285346397802
rep1,1,GPT-5.1,10.1007_s00191-014-0387-z,0.5917360186576843,0.6311749649891302,-0.039438946331445845
rep1,1,GPT-5.1,10.1007_s00191-020-00720-5,0.4514833986759186,0.6311749649891302,-0.1796915663132116
rep1,1,GPT-5.1,10.1007_s00191-021-00739-2,0.5250201225280762,0.6311749649891302,-0.106154842461054
rep1,1,GPT-5.1,10.1007_s00199-005-0633-6,0.6884949207305908,0.6311749649891302,0.05731995574146065
rep1,1,GPT-5.1,10.1007_s00199-007-0212-0,0.1317712366580963,0.6311749649891302,-0.49940372833103386
rep1,1,GPT-5.1,10.1007_s00199-008-0421-1,0.4646832346916199,0.6311749649891302,-0.1664917302975103
rep1,1,GPT-5.1,10.1007_s00199-015-0909-4,0.7500072121620178,0.6311749649891302,0.11883224717288765
rep1,1,GPT-5.1,10.1007_s00199-018-1146-4,0.5940831303596497,0.6311749649891302,-0.03709183462948051
rep1,1,GPT-5.1,10.1007_s00265-004-0782-9,0.44354644417762756,0.6311749649891302,-0.1876285208115026
rep1,1,GPT-5.1,10.1007_s00265-004-0885-3,0.47205957770347595,0.6311749649891302,-0.15911538728565422
rep1,1,GPT-5.1,10.1007_s00265-014-1741-8,0.5712879300117493,0.6311749649891302,-0.059887034977380904
rep1,1,GPT-5.1,10.1007_s00265-017-2330-4,0.581109881401062,0.6311749649891302,-0.05006508358806816
rep1,1,GPT-5.1,10.1007_s00265-019-2667-y,0.6149231791496277,0.6311749649891302,-0.016251785839502486
rep1,1,GPT-5.1,10.1007_s00265-023-03380-0,0.595238208770752,0.6311749649891302,-0.03593675621837822
rep1,1,GPT-5.1,10.1007_s00267-023-01825-w,0.6032403707504272,0.6311749649891302,-0.027934594238702926
rep1,1,GPT-5.1,10.1007_s00285-010-0363-7,0.5171374678611755,0.6311749649891302,-0.11403749712795463
rep1,1,GPT-5.1,10.1007_s00355-010-0493-2,0.6514317393302917,0.6311749649891302,0.020256774341161576
rep1,1,GPT-5.1,10.1007_s00355-014-0841-8,0.555354654788971,0.6311749649891302,-0.07582031020015922
rep1,1,GPT-5.1,10.1007_s00355-015-0884-5,0.3055225908756256,0.6311749649891302,-0.32565237411350456
rep1,1,GPT-5.1,10.1007_s00355-018-1130-8,0.5989388227462769,0.6311749649891302,-0.032236142242853316
rep1,1,GPT-5.1,10.1007_s00355-020-01284-w,0.5412976145744324,0.6311749649891302,-0.0898773504146978
rep1,1,GPT-5.1,10.1007_s00355-021-01363-6,0.4623599648475647,0.6311749649891302,-0.16881500014156547
rep1,1,GPT-5.1,10.1007_s00355-025-01604-y,0.6750069260597229,0.6311749649891302,0.04383196107059273
rep1,1,GPT-5.1,10.1007_s00406-013-0392-5,0.6180791258811951,0.6311749649891302,-0.013095839107935103
rep1,1,GPT-5.1,10.1007_s10058-012-0120-z,0.4816920757293701,0.6311749649891302,-0.14948288925976005
rep1,1,GPT-5.1,10.1007_s10144-013-0423-0,0.5124930739402771,0.6311749649891302,-0.11868189104885307
rep1,1,GPT-5.1,10.1007_s10458-010-9122-9,0.6288503408432007,0.6311749649891302,-0.002324624145929488
rep1,1,GPT-5.1,10.1007_s10458-016-9338-4,0.5747222900390625,0.6311749649891302,-0.05645267495006767
rep1,1,GPT-5.1,10.1007_s10458-025-09698-5,0.5674346685409546,0.6311749649891302,-0.06374029644817558
rep1,1,GPT-5.1,10.1007_s10479-017-2412-8,0.4984684884548187,0.6311749649891302,-0.13270647653431145
rep1,1,GPT-5.1,10.1007_s10539-004-5155-2,0.30173757672309875,0.6311749649891302,-0.3294373882660314
rep1,1,GPT-5.1,10.1007_s10539-007-9065-y,0.33947354555130005,0.6311749649891302,-0.2917014194378301
rep1,1,GPT-5.1,10.1007_s10539-012-9327-1,0.6148437261581421,0.6311749649891302,-0.016331238830988082
rep1,1,GPT-5.1,10.1007_s10539-012-9341-3,0.6333199739456177,0.6311749649891302,0.002145008956487504
rep1,1,GPT-5.1,10.1007_s10539-013-9401-3,0.7173413038253784,0.6311749649891302,0.08616633883624825
rep1,1,GPT-5.1,10.1007_s10539-023-09936-8,0.5829758644104004,0.6311749649891302,-0.04819910057872978
rep1,1,GPT-5.1,10.1007_s10551-011-0795-z,0.6236893534660339,0.6311749649891302,-0.007485611523096236
rep1,1,GPT-5.1,10.1007_s10551-020-04664-5,0.6344073414802551,0.6311749649891302,0.0032323764911249553
rep1,1,GPT-5.1,10.1007_s10551-024-05865-y,0.6505159139633179,0.6311749649891302,0.0193409489741877
rep1,1,GPT-5.1,10.1007_s10551-025-05998-8,0.5267680883407593,0.6311749649891302,-0.1044068766483709
rep1,1,GPT-5.1,10.1007_s10584-010-0014-4,0.5461075901985168,0.6311749649891302,-0.08506737479061333
rep1,1,GPT-5.1,10.1007_s10584-016-1838-3,0.38551488518714905,0.6311749649891302,-0.24566007980198112
rep1,1,GPT-5.1,10.1007_s10588-008-9053-z,0.5457985997200012,0.6311749649891302,-0.08537636526912895
rep1,1,GPT-5.1,10.1007_s10588-009-9056-4,0.6696634888648987,0.6311749649891302,0.03848852387576851
rep1,1,GPT-5.1,10.1007_s10588-013-9170-1,0.6253853440284729,0.6311749649891302,-0.005789620960657271
rep1,1,GPT-5.1,10.1007_s10588-015-9205-x,0.5403055548667908,0.6311749649891302,-0.0908694101223394
rep1,1,GPT-5.1,10.1007_s10588-017-9244-6,0.49813881516456604,0.6311749649891302,-0.13303614982456413
rep1,1,GPT-5.1,10.1007_s10611-018-9768-9,0.5320485234260559,0.6311749649891302,-0.09912644156307426
rep1,1,GPT-5.1,10.1007_s10614-008-9154-2,0.5682951807975769,0.6311749649891302,-0.06287978419155327
rep1,1,GPT-5.1,10.1007_s10614-020-10003-7,0.5715029835700989,0.6311749649891302,-0.059671981419031295
rep1,1,GPT-5.1,10.1007_s10614-020-10017-1,0.5266335010528564,0.6311749649891302,-0.10454146393627373
rep1,1,GPT-5.1,10.1007_s10640-006-9046-7,0.6835627555847168,0.6311749649891302,0.052387790595586625
rep1,1,GPT-5.1,10.1007_s10640-015-9879-z,0.6286887526512146,0.6311749649891302,-0.002486212337915572
rep1,1,GPT-5.1,10.1007_s10640-017-0126-7,0.5401694178581238,0.6311749649891302,-0.09100554713100639
rep1,1,GPT-5.1,10.1007_s10640-020-00419-y,0.5516798496246338,0.6311749649891302,-0.07949511536449638
rep1,1,GPT-5.1,10.1007_s10640-020-00526-w,0.572493851184845,0.6311749649891302,-0.0586811138042852
rep1,1,GPT-5.1,10.1007_s10640-021-00591-9,0.6738067269325256,0.6311749649891302,0.04263176194339546
rep1,1,GPT-5.1,10.1007_s10640-023-00759-5,0.676220178604126,0.6311749649891302,0.045045213614995805
rep1,1,GPT-5.1,10.1007_s10640-025-00970-6,0.455541729927063,0.6311749649891302,-0.17563323506206718
rep1,1,GPT-5.1,10.1007_s10645-008-9094-1,0.5118768811225891,0.6311749649891302,-0.11929808386654106
rep1,1,GPT-5.1,10.1007_s10657-016-9532-5,0.6492686867713928,0.6311749649891302,0.01809372178226265
rep1,1,GPT-5.1,10.1007_s10657-019-09615-8,0.34532639384269714,0.6311749649891302,-0.28584857114643303
rep1,1,GPT-5.1,10.1007_s10663-024-09623-1,0.5080917477607727,0.6311749649891302,-0.12308321722835747
rep1,1,GPT-5.1,10.1007_s10668-024-05335-5,0.7192277312278748,0.6311749649891302,0.08805276623874458
rep1,1,GPT-5.1,10.1007_s10683-005-0869-9,0.4879274070262909,0.6311749649891302,-0.14324755796283928
rep1,1,GPT-5.1,10.1007_s10683-006-9153-x,0.4592054486274719,0.6311749649891302,-0.17196951636165825
rep1,1,GPT-5.1,10.1007_s10683-007-9171-3,0.5903570652008057,0.6311749649891302,-0.04081789978832451
rep1,1,GPT-5.1,10.1007_s10683-010-9257-1,0.5831217169761658,0.6311749649891302,-0.0480532480129644
rep1,1,GPT-5.1,10.1007_s10683-010-9266-0,0.46632474660873413,0.6311749649891302,-0.16485021838039604
rep1,1,GPT-5.1,10.1007_s10683-010-9267-z,0.5598940253257751,0.6311749649891302,-0.07128093966335503
rep1,1,GPT-5.1,10.1007_s10683-011-9272-x,0.6130069494247437,0.6311749649891302,-0.01816801556438652
rep1,1,GPT-5.1,10.1007_s10683-011-9281-9,0.6242973208427429,0.6311749649891302,-0.006877644146387252
rep1,1,GPT-5.1,10.1007_s10683-011-9292-6,0.3878897428512573,0.6311749649891302,-0.24328522213787285
rep1,1,GPT-5.1,10.1007_s10683-013-9354-z,0.41611596941947937,0.6311749649891302,-0.2150589955696508
rep1,1,GPT-5.1,10.1007_s10683-013-9360-1,0.6362590193748474,0.6311749649891302,0.0050840543857172404
rep1,1,GPT-5.1,10.1007_s10683-013-9367-7,0.38498958945274353,0.6311749649891302,-0.24618537553638664
rep1,1,GPT-5.1,10.1007_s10683-013-9389-1,0.7393195033073425,0.6311749649891302,0.10814453831821236
rep1,1,GPT-5.1,10.1007_s10683-014-9393-0,0.5638656616210938,0.6311749649891302,-0.06730930336803642
rep1,1,GPT-5.1,10.1007_s10683-014-9402-3,0.6775801777839661,0.6311749649891302,0.04640521279483589
rep1,1,GPT-5.1,10.1007_s10683-014-9405-0,0.570582926273346,0.6311749649891302,-0.060592038715784224
rep1,1,GPT-5.1,10.1007_s10683-015-9452-1,0.754004716873169,0.6311749649891302,0.12282975188403877
rep1,1,GPT-5.1,10.1007_s10683-015-9466-8,0.5628462433815002,0.6311749649891302,-0.06832872160762993
rep1,1,GPT-5.1,10.1007_s10683-017-9527-2,0.3833950161933899,0.6311749649891302,-0.24777994879574028
rep1,1,GPT-5.1,10.1007_s10683-017-9539-y,0.5763843059539795,0.6311749649891302,-0.05479065903515068
rep1,1,GPT-5.1,10.1007_s10683-018-9592-1,0.34127458930015564,0.6311749649891302,-0.28990037568897453
rep1,1,GPT-5.1,10.1007_s10683-019-09609-y,0.5665503144264221,0.6311749649891302,-0.06462465056270805
rep1,1,GPT-5.1,10.1007_s10683-019-09629-8,0.6017468571662903,0.6311749649891302,-0.02942810782283989
rep1,1,GPT-5.1,10.1007_s10683-020-09652-0,0.5342863202095032,0.6311749649891302,-0.096888644779627
rep1,1,GPT-5.1,10.1007_s10683-021-09737-4,0.5681518316268921,0.6311749649891302,-0.06302313336223808
rep1,1,GPT-5.1,10.1007_s10683-022-09758-7,0.510127067565918,0.6311749649891302,-0.1210478974232122
rep1,1,GPT-5.1,10.1007_s10816-013-9186-3,0.7255617380142212,0.6311749649891302,0.09438677302509102
rep1,1,GPT-5.1,10.1007_s10816-013-9194-3,0.558969259262085,0.6311749649891302,-0.07220570572704521
rep1,1,GPT-5.1,10.1007_s10955-012-0661-0,0.6096983551979065,0.6311749649891302,-0.021476609791223678
rep1,1,GPT-5.1,10.1007_s10955-012-0679-3,0.5603543519973755,0.6311749649891302,-0.07082061299175468
rep1,1,GPT-5.1,10.1007_s10955-018-2012-2,0.5475772619247437,0.6311749649891302,-0.08359770306438652
rep1,1,GPT-5.1,10.1007_s11031-014-9395-4,0.48177915811538696,0.6311749649891302,-0.1493958068737432
rep1,1,GPT-5.1,10.1007_s11047-016-9546-5,0.5191461443901062,0.6311749649891302,-0.11202882059902397
rep1,1,GPT-5.1,10.1007_s11071-019-05010-9,0.5377205610275269,0.6311749649891302,-0.09345440396160332
rep1,1,GPT-5.1,10.1007_s11071-020-05965-0,0.550364077091217,0.6311749649891302,-0.08081088789791313
rep1,1,GPT-5.1,10.1007_s11071-023-08297-x,0.5131451487541199,0.6311749649891302,-0.1180298162350103
rep1,1,GPT-5.1,10.1007_s11127-006-9075-3,0.42639005184173584,0.6311749649891302,-0.20478491314739433
rep1,1,GPT-5.1,10.1007_s11127-007-9269-3,0.5221006870269775,0.6311749649891302,-0.10907427796215263
rep1,1,GPT-5.1,10.1007_s11127-010-9665-y,0.5786986947059631,0.6311749649891302,-0.05247627028316704
rep1,1,GPT-5.1,10.1007_s11127-016-0319-6,0.6015906929969788,0.6311749649891302,-0.029584271992151412
rep1,1,GPT-5.1,10.1007_s11127-018-0622-5,0.601323127746582,0.6311749649891302,-0.02985183724254814
rep1,1,GPT-5.1,10.1007_s11127-020-00868-5,0.7245604991912842,0.6311749649891302,0.09338553420215401
rep1,1,GPT-5.1,10.1007_s11127-021-00925-7,0.7002322673797607,0.6311749649891302,0.06905730239063057
rep1,1,GPT-5.1,10.1007_s11211-008-0064-1,0.371605783700943,0.6311749649891302,-0.2595691812881872
rep1,1,GPT-5.1,10.1007_s11211-017-0300-7,0.4469568729400635,0.6311749649891302,-0.1842180920490667
rep1,1,GPT-5.1,10.1007_s11229-022-03743-6,0.6279946565628052,0.6311749649891302,-0.003180308426324996
rep1,1,GPT-5.1,10.1007_s11238-004-3672-8,0.522056519985199,0.6311749649891302,-0.1091184450039312
rep1,1,GPT-5.1,10.1007_s11238-013-9356-5,0.573825478553772,0.6311749649891302,-0.0573494864353582
rep1,1,GPT-5.1,10.1007_s11238-013-9382-3,0.4695841372013092,0.6311749649891302,-0.16159082778782097
rep1,1,GPT-5.1,10.1007_s11238-015-9527-7,0.6845127940177917,0.6311749649891302,0.053337829028661576
rep1,1,GPT-5.1,10.1007_s11238-016-9572-x,0.6212965250015259,0.6311749649891302,-0.009878439987604293
rep1,1,GPT-5.1,10.1007_s11238-021-09864-7,0.5595644116401672,0.6311749649891302,-0.07161055334896294
rep1,1,GPT-5.1,10.1007_s11238-022-09897-6,0.6685509085655212,0.6311749649891302,0.03737594357639107
rep1,1,GPT-5.1,10.1007_s11238-023-09929-9,0.39744970202445984,0.6311749649891302,-0.23372526296467033
rep1,1,GPT-5.1,10.1007_s11238-023-09931-1,0.4688776433467865,0.6311749649891302,-0.16229732164234367
rep1,1,GPT-5.1,10.1007_s11238-024-09977-9,0.5570286512374878,0.6311749649891302,-0.07414631375164238
rep1,1,GPT-5.1,10.1007_s11245-014-9294-z,0.7200064063072205,0.6311749649891302,0.08883144131809029
rep1,1,GPT-5.1,10.1007_s11269-017-1661-2,0.6525571942329407,0.6311749649891302,0.021382229243810502
rep1,1,GPT-5.1,10.1007_s11284-006-0070-4,0.6678488850593567,0.6311749649891302,0.03667392007022652
rep1,1,GPT-5.1,10.1007_s11284-006-0163-0,0.5443199872970581,0.6311749649891302,-0.08685497769207207
rep1,1,GPT-5.1,10.1007_s11284-013-1066-5,0.5883913040161133,0.6311749649891302,-0.04278366097301689
rep1,1,GPT-5.1,10.1007_s11403-007-0027-x,0.6037411093711853,0.6311749649891302,-0.02743385561794487
rep1,1,GPT-5.1,10.1007_s11403-015-0146-8,0.6975435614585876,0.6311749649891302,0.06636859646945747
rep1,1,GPT-5.1,10.1007_s11403-017-0195-2,0.7088938355445862,0.6311749649891302,0.07771887055545601
rep1,1,GPT-5.1,10.1007_s11403-022-00363-8,0.5433102250099182,0.6311749649891302,-0.08786473997921196
rep1,1,GPT-5.1,10.1007_s11427-010-0007-6,0.5267440676689148,0.6311749649891302,-0.10443089732021538
rep1,1,GPT-5.1,10.1007_s11427-010-4016-2,0.4185607433319092,0.6311749649891302,-0.212614221657221
rep1,1,GPT-5.1,10.1007_s11432-010-4145-z,0.7100908756256104,0.6311749649891302,0.07891591063648018
rep1,1,GPT-5.1,10.1007_s11432-023-4170-3,0.5688604712486267,0.6311749649891302,-0.06231449374050346
rep1,1,GPT-5.1,10.1007_s11538-024-01344-7,0.45955491065979004,0.6311749649891302,-0.17162005432934013
rep1,1,GPT-5.1,10.1007_s11538-025-01422-4,0.42735928297042847,0.6311749649891302,-0.2038156820187017
rep1,1,GPT-5.1,10.1007_s11558-025-09594-3,0.5312444567680359,0.6311749649891302,-0.09993050822109428
rep1,1,GPT-5.1,10.1007_s11846-016-0209-9,0.500707745552063,0.6311749649891302,-0.13046721943706718
rep1,1,GPT-5.1,10.1007_s12064-024-00432-5,0.5726415514945984,0.6311749649891302,-0.05853341349453178
rep1,1,GPT-5.1,10.1007_s12110-002-1012-7,0.509790301322937,0.6311749649891302,-0.12138466366619316
rep1,1,GPT-5.1,10.1007_s12110-002-1016-3,0.4129158854484558,0.6311749649891302,-0.21825907954067436
rep1,1,GPT-5.1,10.1007_s12110-005-1000-9,0.4582483172416687,0.6311749649891302,-0.17292664774746147
rep1,1,GPT-5.1,10.1007_s12110-009-9072-6,0.6801421642303467,0.6311749649891302,0.04896719924121651
rep1,1,GPT-5.1,10.1007_s12110-012-9136-x,0.6884113550186157,0.6311749649891302,0.05723639002948555
rep1,1,GPT-5.1,10.1007_s12110-017-9298-7,0.6262658834457397,0.6311749649891302,-0.004909081543390426
rep1,1,GPT-5.1,10.1007_s12110-024-09483-5,0.4646928310394287,0.6311749649891302,-0.16648213394970146
rep1,1,GPT-5.1,10.1007_s12144-019-0129-3,0.590533971786499,0.6311749649891302,-0.04064099320263115
rep1,1,GPT-5.1,10.1007_s12144-023-04746-3,0.3956981301307678,0.6311749649891302,-0.23547683485836235
rep1,1,GPT-5.1,10.1007_s12144-023-05029-7,0.48683351278305054,0.6311749649891302,-0.14434145220607963
rep1,1,GPT-5.1,10.1007_s12144-024-06961-y,0.6417032480239868,0.6311749649891302,0.010528283034856645
rep1,1,GPT-5.1,10.1007_s13235-010-0001-4,0.6282984614372253,0.6311749649891302,-0.00287650355190483
rep1,1,GPT-5.1,10.1007_s13235-011-0020-9,0.4397459924221039,0.6311749649891302,-0.1914289725670263
rep1,1,GPT-5.1,10.1007_s13235-013-0094-7,0.5666596293449402,0.6311749649891302,-0.06451533564418999
rep1,1,GPT-5.1,10.1007_s13235-017-0230-x,0.5806726813316345,0.6311749649891302,-0.05050228365749565
rep1,1,GPT-5.1,10.1007_s13235-019-00339-7,0.6509459018707275,0.6311749649891302,0.019770936881597367
rep1,1,GPT-5.1,10.1007_s13235-022-00485-5,0.6238115429878235,0.6311749649891302,-0.007363422001306685
rep1,1,GPT-5.1,10.1007_s13235-023-00533-8,0.5550740361213684,0.6311749649891302,-0.07610092886776176
rep1,1,GPT-5.1,10.1007_s13235-025-00619-5,0.6305956840515137,0.6311749649891302,-0.0005792809376164998
rep1,1,GPT-5.1,10.1007_s13280-019-01284-w,0.6694923043251038,0.6311749649891302,0.03831733933597359
rep1,1,GPT-5.1,10.1007_s40305-021-00350-z,0.5441378355026245,0.6311749649891302,-0.08703712948650566
rep1,1,GPT-5.1,10.1007_s40503-016-0035-0,0.6302472352981567,0.6311749649891302,-0.0009277296909734334
rep1,1,GPT-5.1,10.1007_s40750-020-00143-3,0.5386829376220703,0.6311749649891302,-0.09249202736705986
rep1,1,GPT-5.1,10.1007_s40822-020-00144-3,0.5737646222114563,0.6311749649891302,-0.05741034277767387
rep1,1,GPT-5.1,10.1007_s40881-021-00101-z,0.4368060231208801,0.6311749649891302,-0.19436894186825004
rep1,1,GPT-5.1,10.1007_s40881-023-00137-3,0.48718565702438354,0.6311749649891302,-0.14398930796474663
rep1,1,GPT-5.1,10.1007_s40881-023-00153-3,0.5948551297187805,0.6311749649891302,-0.036319835270349654
rep1,1,GPT-5.1,10.1007_s40881-023-00157-z,0.506097674369812,0.6311749649891302,-0.12507729061931816
rep1,1,GPT-5.1,10.1007_s40881-023-00159-x,0.5589980483055115,0.6311749649891302,-0.0721769166836187
rep1,1,GPT-5.1,10.1007_s40888-022-00287-3,0.5576640963554382,0.6311749649891302,-0.07351086863369194
rep1,1,GPT-5.1,10.1007_s41412-019-00093-6,0.339021235704422,0.6311749649891302,-0.2921537292847082
rep1,1,GPT-5.1,10.1007_s42001-019-00049-5,0.5915913581848145,0.6311749649891302,-0.03958360680431572
rep1,1,GPT-5.1,10.1016_0162-3095(92)90032-y,0.6501386165618896,0.6311749649891302,0.018963651572759477
rep1,1,GPT-5.1,10.1016_0165-1889(94)00848-1,0.4254492223262787,0.6311749649891302,-0.20572574266285149
rep1,1,GPT-5.1,10.1016_0272-4944(95)90005-5,0.5590203404426575,0.6311749649891302,-0.0721546245464727
rep1,1,GPT-5.1,10.1016_0303-2647(96)01604-8,0.6258725523948669,0.6311749649891302,-0.005302412594263228
rep1,1,GPT-5.1,10.1016_b978-0-12-404681-8.00010-8,0.45439785718917847,0.6311749649891302,-0.1767771077999517
rep1,1,GPT-5.1,10.1016_j.actpsy.2020.103055,0.47947198152542114,0.6311749649891302,-0.15170298346370903
rep1,1,GPT-5.1,10.1016_j.actpsy.2023.103957,0.48651692271232605,0.6311749649891302,-0.14465804227680412
rep1,1,GPT-5.1,10.1016_j.actpsy.2024.104608,0.4799927771091461,0.6311749649891302,-0.15118218787998405
rep1,1,GPT-5.1,10.1016_j.actpsy.2025.105088,0.6115564703941345,0.6311749649891302,-0.01961849459499565
rep1,1,GPT-5.1,10.1016_j.agsy.2015.11.012,0.5286189913749695,0.6311749649891302,-0.10255597361416069
rep1,1,GPT-5.1,10.1016_j.amc.2015.01.040,0.6442487835884094,0.6311749649891302,0.013073818599279252
