model,source_id,correlation,baseline_correlation
GPT-5.1,10.1016_j.amc.2025.129562,0.4700560450553894,0.6166538481658772
GPT-5.1,10.1023_a_1020598804674,0.47050129771232607,0.6166538481658772
GPT-5.1,10.1016_j.chieco.2025.102459,0.47053319215774536,0.6166538481658772
GPT-5.1,10.1038_s41598-023-33167-2,0.47074322700500487,0.6166538481658772
GPT-5.1,10.1016_j.joep.2017.03.007,0.4708137631416321,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2023.111585,0.4712621808052063,0.6166538481658772
GPT-5.1,10.1080_10576100490438246,0.47128875851631163,0.6166538481658772
GPT-5.1,10.1016_j.euroecorev.2014.11.009,0.4714499652385712,0.6166538481658772
GPT-5.1,10.1098_rsif.2024.0827,0.47235881686210635,0.6166538481658772
GPT-5.1,10.18564_jasss.2647,0.47242310643196106,0.6166538481658772
GPT-5.1,10.1017_s1355770x19000457,0.47249371409416197,0.6166538481658772
GPT-5.1,10.1016_j.geb.2016.02.009,0.4727951169013977,0.6166538481658772
GPT-5.1,10.1038_s41598-017-12490-5,0.4729419469833374,0.6166538481658772
GPT-5.1,10.1111_j.1467-9779.2011.01520.x,0.4730350852012634,0.6166538481658772
GPT-5.1,10.1038_nature04981,0.47326221466064455,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2025.112043,0.4734321296215057,0.6166538481658772
GPT-5.1,10.1098_rspb.2016.0488,0.4735078394412994,0.6166538481658772
GPT-5.1,10.3390_e22020199,0.47371515035629275,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2019.109423,0.4738274872303009,0.6166538481658772
GPT-5.1,10.1177_0098628319834208,0.4740143597126007,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2015.03.018,0.4740604877471924,0.6166538481658772
GPT-5.1,10.1016_j.ecolecon.2008.01.015,0.47424589693546293,0.6166538481658772
GPT-5.1,10.1016_j.ejpoleco.2013.11.005,0.4746107876300812,0.6166538481658772
GPT-5.1,10.1007_s12110-002-1016-3,0.47469329833984375,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2023.114011,0.4749944508075714,0.6166538481658772
GPT-5.1,10.1038_ncomms4976,0.47521947622299193,0.6166538481658772
GPT-5.1,10.1016_j.amc.2022.127069,0.47532907128334045,0.6166538481658772
GPT-5.1,10.1038_s41598-022-26890-9,0.4753838896751404,0.6166538481658772
GPT-5.1,10.1098_rspb.2009.1900,0.47574989795684813,0.6166538481658772
GPT-5.1,10.1017_bpp.2019.4,0.4758236050605774,0.6166538481658772
GPT-5.1,10.1111_jpet.12181,0.475864839553833,0.6166538481658772
GPT-5.1,10.1111_jlca.12283,0.4759343802928925,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2014.11.004,0.4760201394557953,0.6166538481658772
GPT-5.1,10.1038_srep28809,0.47613406777381895,0.6166538481658772
GPT-5.1,10.1038_ncomms6306,0.4771093100309372,0.6166538481658772
GPT-5.1,10.1038_s41598-018-36486-x,0.47716412544250486,0.6166538481658772
GPT-5.1,10.1088_1742-5468_ab96b2,0.4771921396255493,0.6166538481658772
GPT-5.1,10.1016_j.physleta.2024.130196,0.47749839425086976,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0117183,0.47776644825935366,0.6166538481658772
GPT-5.1,10.1038_s41598-021-93598-7,0.4778659284114838,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2016.12.008,0.4784452974796295,0.6166538481658772
GPT-5.1,10.1016_j.joep.2010.07.002,0.4785164654254913,0.6166538481658772
GPT-5.1,10.1209_0295-5075_107_60005,0.4786387920379639,0.6166538481658772
GPT-5.1,10.1038_nature09203,0.4787692964076996,0.6166538481658772
GPT-5.1,10.1016_j.physa.2023.129038,0.47877264618873594,0.6166538481658772
GPT-5.1,10.1162_1064546041766479,0.4788248836994171,0.6166538481658772
GPT-5.1,10.1016_j.copsyc.2021.08.033,0.47884419560432434,0.6166538481658772
GPT-5.1,10.1002_cplx.20289,0.47939244508743284,0.6166538481658772
GPT-5.1,10.1016_0165-1889(94)00848-1,0.47948001623153685,0.6166538481658772
GPT-5.1,10.1371_journal.pcbi.1013068,0.4797112882137299,0.6166538481658772
GPT-5.1,10.1016_j.physa.2022.128165,0.4800675094127655,0.6166538481658772
GPT-5.1,10.1016_j.socec.2019.101465,0.48019532561302186,0.6166538481658772
GPT-5.1,10.1007_s10663-024-09623-1,0.4803953945636749,0.6166538481658772
GPT-5.1,10.1016_j.cie.2018.02.040,0.48077442646026614,0.6166538481658772
GPT-5.1,10.1037_npe0000099,0.4810186386108398,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2023.113562,0.48102630376815797,0.6166538481658772
GPT-5.1,10.1016_j.amc.2024.128836,0.4810445308685303,0.6166538481658772
GPT-5.1,10.1209_0295-5075_132_10007,0.48107746839523313,0.6166538481658772
GPT-5.1,10.1002_bdm.2012,0.4810905992984772,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2011.05.001,0.4811180651187897,0.6166538481658772
GPT-5.1,10.1126_sciadv.aau7296,0.4816457569599152,0.6166538481658772
GPT-5.1,10.1073_pnas.1108243108,0.48164893984794616,0.6166538481658772
GPT-5.1,10.1098_rspb.2024.0182,0.4816912353038788,0.6166538481658772
GPT-5.1,10.1038_srep11027,0.48175341486930845,0.6166538481658772
GPT-5.1,10.3389_fnhum.2018.00265,0.48176391124725343,0.6166538481658772
GPT-5.1,10.1016_j.tpb.2012.02.005,0.4823066532611847,0.6166538481658772
GPT-5.1,10.1027_1864-9335_a000460,0.4823382019996643,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2017.06.015,0.4823916435241699,0.6166538481658772
GPT-5.1,10.1016_j.joep.2009.04.004,0.4825060129165649,0.6166538481658772
GPT-5.1,10.1016_j.physleta.2020.126965,0.4826397180557251,0.6166538481658772
GPT-5.1,10.1016_j.amc.2021.126074,0.4828323483467102,0.6166538481658772
GPT-5.1,10.1073_pnas.1808241115,0.482855761051178,0.6166538481658772
GPT-5.1,10.1093_aler_ahw005,0.48292685151100156,0.6166538481658772
GPT-5.1,10.1126_science.1177418,0.48320751786231997,0.6166538481658772
GPT-5.1,10.1016_j.econlet.2006.02.010,0.48327013850212097,0.6166538481658772
GPT-5.1,10.1016_j.socec.2022.101872,0.48339335322380067,0.6166538481658772
GPT-5.1,10.1007_s00199-018-1146-4,0.4836837828159332,0.6166538481658772
GPT-5.1,10.1073_pnas.2014759117,0.4837803542613983,0.6166538481658772
GPT-5.1,10.1073_pnas.1608990113,0.4839366883039474,0.6166538481658772
GPT-5.1,10.1093_jleo_ewz004,0.48394662141799927,0.6166538481658772
GPT-5.1,10.1073_pnas.2408802121,0.48450309634208677,0.6166538481658772
GPT-5.1,10.1038_srep02695,0.48453030586242674,0.6166538481658772
GPT-5.1,10.1007_s10683-010-9267-z,0.4847854316234589,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2018.03.029,0.48486738204956054,0.6166538481658772
GPT-5.1,10.1177_1745691613488533,0.4850635051727295,0.6166538481658772
GPT-5.1,10.3389_fnhum.2013.00252,0.48526758551597593,0.6166538481658772
GPT-5.1,10.1007_7854_2016_445,0.48566716313362124,0.6166538481658772
GPT-5.1,10.1016_j.joep.2016.02.008,0.4857335090637207,0.6166538481658772
GPT-5.1,10.1002_ejsp.506,0.48579691648483275,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2005.10.011,0.4860831916332245,0.6166538481658772
GPT-5.1,10.1016_j.physa.2020.124691,0.4861953020095825,0.6166538481658772
GPT-5.1,10.1038_s41598-021-95130-3,0.4862008929252625,0.6166538481658772
GPT-5.1,10.1209_0295-5075_92_38003,0.4862400472164154,0.6166538481658772
GPT-5.1,10.1093_esr_jcaa062,0.4862694084644318,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2023.11.003,0.4863089919090271,0.6166538481658772
GPT-5.1,10.1098_rspb.2015.2431,0.4868065357208252,0.6166538481658772
GPT-5.1,10.1038_srep06025,0.486843341588974,0.6166538481658772
GPT-5.1,10.1155_2022_7259257,0.48706207871437074,0.6166538481658772
GPT-5.1,10.1016_j.amc.2024.129156,0.48716025352478026,0.6166538481658772
GPT-5.1,10.1007_s42001-019-00049-5,0.4872718989849091,0.6166538481658772
GPT-5.1,10.1007_s00355-020-01284-w,0.4873178005218506,0.6166538481658772
GPT-5.1,10.1177_0956797613510184,0.4873674213886261,0.6166538481658772
GPT-5.1,10.1016_j.joep.2019.102193,0.48740976452827456,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2014.05.002,0.48753430843353274,0.6166538481658772
GPT-5.1,10.1007_s13235-023-00533-8,0.48767751455307007,0.6166538481658772
GPT-5.1,10.1007_s10058-012-0120-z,0.4876963973045349,0.6166538481658772
GPT-5.1,10.1038_s41467-018-04775-8,0.4877827227115631,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2005.10.024,0.4878524601459503,0.6166538481658772
GPT-5.1,10.1038_s41598-017-17481-0,0.48837445974349974,0.6166538481658772
GPT-5.1,10.1111_ecoj.12209,0.4884563505649567,0.6166538481658772
GPT-5.1,10.1209_0295-5075_128_28001,0.4887256622314453,0.6166538481658772
GPT-5.1,10.1103_PhysRevE.97.062136,0.48872636556625365,0.6166538481658772
GPT-5.1,10.1016_j.copsyc.2021.06.020,0.4888849198818207,0.6166538481658772
GPT-5.1,10.1098_rstb.2010.0135,0.4889419674873352,0.6166538481658772
GPT-5.1,10.1016_j.socec.2023.102034,0.48899723291397096,0.6166538481658772
GPT-5.1,10.1177_104346397009004004,0.48900256752967836,0.6166538481658772
GPT-5.1,10.1111_1477-9552.12114,0.48924723267555237,0.6166538481658772
GPT-5.1,10.1007_s10683-006-9153-x,0.48944992423057554,0.6166538481658772
GPT-5.1,10.1016_j.jecp.2018.01.015,0.48951205611228943,0.6166538481658772
GPT-5.1,10.1016_j.evolhumbehav.2025.106711,0.4897247016429901,0.6166538481658772
GPT-5.1,10.1523_jneurosci.2303-21.2022,0.4897770345211029,0.6166538481658772
GPT-5.1,10.1007_s10683-015-9466-8,0.49004743099212644,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2025.106930,0.4901150822639465,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2004.06.005,0.4902490317821503,0.6166538481658772
GPT-5.1,10.1038_srep42844,0.490369176864624,0.6166538481658772
GPT-5.1,10.1126_science.1241399,0.4903911828994751,0.6166538481658772
GPT-5.1,10.1007_s10683-011-9272-x,0.49043254256248475,0.6166538481658772
GPT-5.1,10.1016_j.econlet.2007.09.048,0.49050586819648745,0.6166538481658772
GPT-5.1,10.1098_rspb.2012.0615,0.490617048740387,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2023.113236,0.49075800776481626,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0273014,0.49081817269325256,0.6166538481658772
GPT-5.1,10.1038_s41598-023-41886-9,0.49089879989624025,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0154321,0.4910654604434967,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2005.08.008,0.4910855829715729,0.6166538481658772
GPT-5.1,10.1098_rsif.2022.0653,0.49136199951171877,0.6166538481658772
GPT-5.1,10.1088_2632-072X_ad0208,0.4913696885108948,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2007.04.005,0.49158830046653745,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2018.02.035,0.4918394982814789,0.6166538481658772
GPT-5.1,10.1177_1043463103015002001,0.4923334836959839,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2009.12.030,0.49236229062080383,0.6166538481658772
GPT-5.1,10.1016_j.actpsy.2020.103055,0.49278463125228883,0.6166538481658772
GPT-5.1,10.1016_j.physa.2023.129283,0.4928880214691162,0.6166538481658772
GPT-5.1,10.1111_j.1467-9779.2011.01515.x,0.4928975284099579,0.6166538481658772
GPT-5.1,10.1146_annurev-psych-010814-015355,0.49303668141365053,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2004.06.020,0.4930825114250183,0.6166538481658772
GPT-5.1,10.1007_s11127-007-9269-3,0.4931551396846771,0.6166538481658772
GPT-5.1,10.1098_rsos.200617,0.4931699812412262,0.6166538481658772
GPT-5.1,10.1016_j.joep.2010.01.005,0.4931779861450195,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0159769,0.4931986093521118,0.6166538481658772
GPT-5.1,10.1037_pspa0000375,0.4932696521282196,0.6166538481658772
GPT-5.1,10.1016_j.leaqua.2021.101589,0.49348816871643064,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2024.115693,0.4936171889305115,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0064677,0.4937322437763214,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2020.10.001,0.49375487864017487,0.6166538481658772
GPT-5.1,10.1016_j.physa.2025.130902,0.49381103515625,0.6166538481658772
GPT-5.1,10.1016_j.physa.2014.06.041,0.4938343584537506,0.6166538481658772
GPT-5.1,10.1111_j.1468-0297.2004.00214.x,0.4940130203962326,0.6166538481658772
GPT-5.1,10.1162_ARTL_a_00126,0.4940915882587433,0.6166538481658772
GPT-5.1,10.1016_s1090-5138(04)00005-4,0.49417888522148135,0.6166538481658772
GPT-5.1,10.1016_j.joep.2019.102190,0.4942012906074524,0.6166538481658772
GPT-5.1,10.1111_ecin.12187,0.49420865774154665,0.6166538481658772
GPT-5.1,10.1111_ecin.13020,0.4944316565990448,0.6166538481658772
GPT-5.1,10.3390_bs13060456,0.49464945793151854,0.6166538481658772
GPT-5.1,10.1073_pnas.2322072121,0.49483705759048463,0.6166538481658772
