model,source_id,n_aug_runs,n_baseline_runs,correlation,correlation_repeat_sd,correlation_repeat_se,baseline_correlation,baseline_repeat_sd,baseline_repeat_se,delta_correlation,delta_correlation_repeat_sd,delta_correlation_repeat_se
GPT-4.1,10.1002_cplx.20289,5,5,0.5939747333526612,0.05450911939363411,0.024377219271563597,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05733507716628529,0.07822090596027982,0.03498145259776083
GPT-4.1,10.1002_ejsp.227,5,5,0.6068106293678284,0.06827750581199116,0.03053462886594984,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07017097318145252,0.056847996029594824,0.025423196701362432
GPT-4.1,10.1002_ejsp.3171,5,5,0.581239116191864,0.04411012464480571,0.019726647440354867,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.044599460005488166,0.06115491186940434,0.027349308019599367
GPT-4.1,10.1002_ejsp.506,5,5,0.6048161745071411,0.055647388121684,0.024886268522079952,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06817651832076527,0.08360287594258091,0.03738834274441854
GPT-4.1,10.1002_evan.21430,5,5,0.7419691920280457,0.030294967374536283,0.01354832128512029,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.2053295358416698,0.042086963797349594,0.018821862403489275
GPT-4.1,10.1002_evan.21944,5,5,0.5719415187835694,0.021629343031126565,0.00967293626525207,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03530186259719349,0.05373898041837832,0.0240328026514048
GPT-4.1,10.1002_hbm.21298,5,5,0.6117168426513672,0.05015981212221473,0.022432149928778025,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07507718646499134,0.04004304217296406,0.017907792864927705
GPT-4.1,10.1002_hbm.25874,5,5,0.6003099918365479,0.040586230826968765,0.018150714215919933,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06367033565017201,0.03994698577566525,0.017864835138120934
GPT-4.1,10.1002_ijop.12257,5,5,0.5938245177268981,0.024763950179425852,0.011074775198522863,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.057184861540522346,0.04597867698969455,0.02056228945289248
GPT-4.1,10.1002_ird.2704,5,5,0.58904949426651,0.030784188935717816,0.013767107818492387,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05240983808013416,0.02347569420576421,0.010498649612617341
GPT-4.1,10.1002_mde.2877,5,5,0.42133442759513856,0.057763202968384234,0.025832489687084955,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.1153052285912373,0.06798942780979772,0.03040579646680447
GPT-4.1,10.1002_mde.4492,5,5,0.5511841297149658,0.004624177556809824,0.002067995071411132,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.014544473528589974,0.038551400282415764,0.017240710331857246
GPT-4.1,10.1002_pchj.259,5,5,0.5769645214080811,0.016993857583392936,0.007599884151283381,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04032486522170521,0.032270144491173935,0.014431647345201056
GPT-4.1,10.1002_per.474,5,5,0.5491161346435547,0.0,0.0,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01247647845717884,0.03532932148071059,0.01579975288596248
GPT-4.1,10.1002_per.830,5,5,0.5832419395446777,0.018786731138874146,0.008401681580306925,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04660228335830189,0.045611442928210545,0.020398057387866167
GPT-4.1,10.1002_soej.12391,5,5,0.5973376393318176,0.03525650072194308,0.015767186452607027,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06069798314544178,0.007824917902849525,0.0034994096698253265
GPT-4.1,10.1002_soej.12487,5,5,0.6083780765533447,0.03312624949219336,0.014814509140832446,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07173842036696888,0.033521599203344556,0.014991314906636244
GPT-4.1,10.1002_soej.12626,5,5,0.5957319498062134,0.029506845847239813,0.013195862623207119,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05909229361983753,0.043800121319767675,0.019588009738747664
GPT-4.1,10.1006_game.1994.1035,5,5,0.6062880635261536,0.015777978890923562,0.007056126669532365,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06964840733977772,0.03996848523187765,0.01787444998723497
GPT-4.1,10.1006_game.1998.0638,5,5,0.5924707412719726,0.019540634417404508,0.008738837376157696,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05583108508559681,0.049482361196642205,0.022129184664577962
GPT-4.1,10.1006_jeth.2000.2655,5,5,0.6004099726676941,0.05533196520095117,0.024745207103595925,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06377031648131824,0.05455042005508742,0.02439568948886866
GPT-4.1,10.1006_jtbi.1996.0286,5,5,0.5926303625106811,0.03350645030004144,0.014984540111122177,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.055990706324305306,0.0414467592085722,0.018535554207486565
GPT-4.1,10.1006_jtbi.1998.0685,5,5,0.6199309349060058,0.029295698065398508,0.013101434464508028,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08329127871963002,0.04811209308029402,0.021516382133466936
GPT-4.1,10.1006_jtbi.2000.1089,5,5,0.588427460193634,0.030911421966779803,0.013824008159779976,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05178780400725819,0.046680604755056504,0.02087620109262125
GPT-4.1,10.1006_jtbi.2000.2111,5,5,0.573357081413269,0.027065196550016976,0.012103923862046149,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0367174252268932,0.0569814090482261,0.025482860817111028
GPT-4.1,10.1006_jtbi.2000.2202,5,5,0.593843150138855,0.025888483024441755,0.011577681575400222,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05720349395247913,0.05374213376526681,0.024034212871004663
GPT-4.1,10.1006_jtbi.2001.2406,5,5,0.5802893996238708,0.02409623806822981,0.010776165264516014,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.043649743437495,0.05900011674178681,0.026385654343011742
GPT-4.1,10.1006_jtbi.2003.3104,5,5,0.5952822804450989,0.03542816110182479,0.015843955308298817,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05864262425872303,0.05702401209356776,0.02550191347819752
GPT-4.1,10.1006_obhd.1995.1015,5,5,0.6024498581886292,0.015362823257642653,0.006870463426080747,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0658102020022533,0.03531767433435304,0.015794544123762605
GPT-4.1,10.1007_7854_2016_445,5,5,0.5794037222862244,0.032902936286815364,0.014714640439332733,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04276406609984852,0.0364007939185891,0.016278929927385236
GPT-4.1,10.1007_978-0-387-72596-3_7,5,5,0.5892253637313842,0.0416319322566677,0.018618366112115037,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05258570754500843,0.044409452834158855,0.01986051107614998
GPT-4.1,10.1007_978-0-387-72596-3_8,5,5,0.5915548801422119,0.05338075726216237,0.02387260038572212,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05491522395583607,0.049742744058071275,0.022245631420244223
GPT-4.1,10.1007_978-3-319-29354-7_9,5,5,0.5588552474975585,0.022232012033378802,0.009942458036645665,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.022215591311182746,0.04506067336154498,0.020151745749665703
GPT-4.1,10.1007_978-3-540-85436-4,5,5,0.6119043350219726,0.026171408990534606,0.011704209913956905,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07526467883559682,0.03924498573478311,0.017550891175796914
GPT-4.1,10.1007_978-3-540-85436-4_5,5,5,0.6451092839241028,0.0215170269921909,0.009622707005647338,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.10846962773772692,0.020295232254367235,0.009076303787982288
GPT-4.1,10.1007_978-3-642-02624-9_8,5,5,0.553083086013794,0.015678838639834658,0.0070117898013841275,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0164434298274181,0.04830991527603604,0.02160485090889442
GPT-4.1,10.1007_978-3-642-13983-3_11,5,5,0.6796331405639648,0.040598525993780846,0.018156212781677235,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.14299348437758902,0.059105906336818906,0.02643296488817253
GPT-4.1,10.1007_978-3-642-18137-5_14,5,5,0.5740796446800231,0.020924657396170734,0.009357791268746302,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.037439988493647346,0.04705882463310984,0.02104534616417504
GPT-4.1,10.1007_978-981-10-6439-5_8,5,5,0.5752363204956055,0.013000684272072112,0.005814082757273122,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.038596664309229624,0.02609097912260799,0.011668240583535857
GPT-4.1,10.1007_978-981-13-2769-8_2,5,5,0.5530665636062622,0.04211767443143047,0.018835596616576664,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01642690741988636,0.06592153445685936,0.02948100644532644
GPT-4.1,10.1007_bf01074955,5,5,0.527329933643341,0.027673372777958734,0.012375908539641585,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.009309722543034782,0.054045667505322956,0.02416995728625072
GPT-4.1,10.1007_s00182-014-0419-9,5,5,0.5664903283119201,0.012693399305696842,0.005676660742617354,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02985067212554432,0.0392456517421561,0.017551189023348818
GPT-4.1,10.1007_s00182-015-0520-8,5,5,0.5788990497589112,0.038808515376367356,0.017355695697480647,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04225939357253529,0.03206593244562809,0.014340320942068096
GPT-4.1,10.1007_s001820050100,5,5,0.5381492376327515,0.03286645152617356,0.014698323958345158,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0015095814463756186,0.06463670503319725,0.02890641325916637
GPT-4.1,10.1007_s001820050124,5,5,0.6315683364868164,0.05148987172584844,0.023026970666348307,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.09492868030044056,0.06413598528195842,0.028682484578877007
GPT-4.1,10.1007_s00191-004-0212-1,5,5,0.5762110710144043,0.02469590499599345,0.011044344467383603,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03957141482802845,0.04685366373593093,0.020953595421691663
GPT-4.1,10.1007_s00191-009-0162-8,5,5,0.550598418712616,0.008561246747829578,0.003828705940059187,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01395876252624012,0.0405801671608172,0.01814800246197838
GPT-4.1,10.1007_s00191-010-0204-2,5,5,0.5765996456146241,0.04109888758284946,0.01837998128697468,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.039959989428248174,0.06572085703065116,0.029391260772016193
GPT-4.1,10.1007_s00191-013-0306-8,5,5,0.5924563050270081,0.017064996048671312,0.007631698240118873,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05581664884063221,0.02605704069752881,0.011653062858430591
GPT-4.1,10.1007_s00191-013-0328-2,5,5,0.5870015978813171,0.049468662288545025,0.0221230583266334,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05036194169494129,0.0715098006413144,0.03198015505828741
GPT-4.1,10.1007_s00191-014-0375-3,5,5,0.5584434986114502,0.022714489300892086,0.010158228430197275,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.021803842425074348,0.04276888828327797,0.019126828304700763
GPT-4.1,10.1007_s00191-014-0387-z,5,5,0.6109680771827698,0.019184379339436054,0.008579515261824305,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07432842099639393,0.05398522671502714,0.02414292734310767
GPT-4.1,10.1007_s00191-020-00720-5,5,5,0.5219250679016113,0.05101984075903657,0.022816766427684047,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.014714588284764518,0.05820185328149219,0.026028660070777147
GPT-4.1,10.1007_s00191-021-00739-2,5,5,0.556622576713562,0.02057592062405039,0.009201831443003312,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.019982920527186164,0.045325656709062016,0.020270249905256416
GPT-4.1,10.1007_s00199-005-0633-6,5,5,0.5743813633918762,0.019192487207719093,0.008583141210751002,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03774170720550037,0.051777335085716795,0.02315552818908953
GPT-4.1,10.1007_s00199-007-0212-0,5,5,0.27223698794841766,0.07161005801240726,0.03202499151768922,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.2644026682379582,0.08213906237857624,0.03673370541731841
GPT-4.1,10.1007_s00199-008-0421-1,5,5,0.5781102180480957,0.036440246013662886,0.016296573440673187,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04147056186171986,0.06305041012469724,0.0281970006096128
GPT-4.1,10.1007_s00199-015-0909-4,5,5,0.5695762991905212,0.05023244490634781,0.02246463229732135,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.032936643004145394,0.07300699881934741,0.03264972243866154
GPT-4.1,10.1007_s00199-018-1146-4,5,5,0.6160279631614685,0.02228002945561201,0.009963932080689217,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07938830697509267,0.03800450725397202,0.016996132334253056
GPT-4.1,10.1007_s00265-004-0782-9,5,5,0.6162589192390442,0.04658739118491848,0.02083451471677044,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07961926305266834,0.03296145806496502,0.014740812174154091
GPT-4.1,10.1007_s00265-004-0885-3,5,5,0.6395428895950317,0.009394395166191755,0.004201301239820039,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.10290323340865588,0.0299518131981536,0.013394858072089365
GPT-4.1,10.1007_s00265-014-1741-8,5,5,0.6418766140937805,0.04402898500029202,0.01969036068819431,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.10523695790740466,0.06263761494847553,0.02801239299464965
GPT-4.1,10.1007_s00265-017-2330-4,5,5,0.6175050973892212,0.016570923567601495,0.0074107423094220545,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08086544120284535,0.040727944674735644,0.01821409057531189
GPT-4.1,10.1007_s00265-019-2667-y,5,5,0.56955406665802,0.03246528627725084,0.014518917404984793,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03291441047164417,0.044524957805968005,0.019912166469890868
GPT-4.1,10.1007_s00265-023-03380-0,5,5,0.595986008644104,0.029245815978603443,0.013079126517121367,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05934635245772816,0.05542328944037936,0.024786048545066903
GPT-4.1,10.1007_s00267-023-01825-w,5,5,0.4740491509437561,0.035429202262999414,0.015844420929731214,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.06259050524261975,0.06370156095454078,0.028488204113439917
GPT-4.1,10.1007_s00285-010-0363-7,5,5,0.6498872995376587,0.052454629541604215,0.02345842347791913,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.11324764335128286,0.07684079083356135,0.03436424634973718
GPT-4.1,10.1007_s00355-010-0493-2,5,5,0.585067617893219,0.025571254877042482,0.011435812835008002,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.048427961706843145,0.018072694955958406,0.008082354891628113
GPT-4.1,10.1007_s00355-014-0841-8,5,5,0.5574148535728455,0.01233457933618329,0.005516191573914013,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.020775197386469612,0.02784029462504415,0.012450558259044148
GPT-4.1,10.1007_s00355-015-0884-5,5,5,0.455761182308197,0.06274824295324505,0.028061867342425616,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.08087847387817883,0.06596686286114958,0.029501277923987348
GPT-4.1,10.1007_s00355-018-1130-8,5,5,0.602686858177185,0.05428764127798272,0.02427817124713858,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06604720199080921,0.05442700195848699,0.024340495238138218
GPT-4.1,10.1007_s00355-020-01284-w,5,5,0.5159470021724701,0.05333248862871393,0.023851013996607776,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.020692654013905753,0.0611133339374273,0.027330713803146462
GPT-4.1,10.1007_s00355-021-01363-6,5,5,0.554756498336792,0.0267188642241503,0.011949039337357449,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.018116842150416146,0.03173805437910868,0.014193689413054376
GPT-4.1,10.1007_s00355-025-01604-y,5,5,0.489956670999527,0.0992304101436897,0.044377188503294966,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.046682985186848866,0.11804324002603846,0.0527905417965092
GPT-4.1,10.1007_s00406-013-0392-5,5,5,0.5696813225746155,0.025593934723380243,0.0114459555706341,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03304166638823963,0.06039175606004641,0.027008014366169727
GPT-4.1,10.1007_s10058-012-0120-z,5,5,0.5040946424007415,0.09180608885539215,0.04105693108580854,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.03254501378563427,0.12102747711111259,0.054125133193149516
GPT-4.1,10.1007_s10144-013-0423-0,5,5,0.5712293744087219,0.02813960118222394,0.012584412220637236,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03458971822234608,0.03606874873554771,0.01613043480720885
GPT-4.1,10.1007_s10458-010-9122-9,5,5,0.5963813185691833,0.031145352031369627,0.013928624865060728,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0597416623828075,0.04282268718388506,0.019150887904475205
GPT-4.1,10.1007_s10458-016-9338-4,5,5,0.5963809251785278,0.028329312058496082,0.012669253503720347,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.059741268992151986,0.05698273227789678,0.025483452583409727
GPT-4.1,10.1007_s10458-025-09698-5,5,5,0.5602801442146301,0.018531534041516206,0.008287553968836328,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.023640488028254282,0.0350848387364246,0.015690416878852646
GPT-4.1,10.1007_s10479-017-2412-8,5,5,0.6093304872512817,0.021994974512252324,0.009836451634554296,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0726908310649059,0.046674433541250726,0.02087344124190657
GPT-4.1,10.1007_s10539-004-5155-2,5,5,0.5381340920925141,0.0342116923176104,0.015299933929496834,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0014944359061381917,0.020437072490712842,0.009139736670064971
GPT-4.1,10.1007_s10539-007-9065-y,5,5,0.5809411525726318,0.043713445841931,0.019549247286662647,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04430149638625599,0.06923643272954479,0.03096347402057069
GPT-4.1,10.1007_s10539-012-9327-1,5,5,0.6160192370414734,0.023712294188880868,0.01060446034176217,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07937958085509754,0.049281291910514065,0.022039263746183986
GPT-4.1,10.1007_s10539-012-9341-3,5,5,0.5584785342216492,0.018397868464421478,0.008227776905509219,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.021838878035273325,0.04016270079016357,0.01796130582535805
GPT-4.1,10.1007_s10539-013-9401-3,5,5,0.6324787139892578,0.060989848359903766,0.027275489374029776,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.09583905780288197,0.09043887882790054,0.04044549617361042
GPT-4.1,10.1007_s10539-023-09936-8,5,5,0.6114249229431152,0.03451174547871028,0.015434121782513441,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07478526675673938,0.04819296352963653,0.021552548497887094
GPT-4.1,10.1007_s10551-011-0795-z,5,5,0.5551722526550293,0.044993636764154916,0.020121766071916812,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01853259646865345,0.06554236769715917,0.029311437915426848
GPT-4.1,10.1007_s10551-020-04664-5,5,5,0.5732928156852722,0.040761994038954065,0.0182293179139085,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03665315949889637,0.06748639741527858,0.0301808344354258
GPT-4.1,10.1007_s10551-024-05865-y,5,5,0.5686683297157288,0.03851683476000324,0.01722525216029881,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.032028673529352916,0.025606659510221765,0.011451646268309466
GPT-4.1,10.1007_s10551-025-05998-8,5,5,0.5097537100315094,0.036075301102272785,0.016133365114691007,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.026885946154866447,0.05607258938859956,0.025076424309468395
GPT-4.1,10.1007_s10584-010-0014-4,5,5,0.6119702100753784,0.03484039427844814,0.015581097993900957,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07533055388900257,0.04951422489309696,0.022143434542835412
GPT-4.1,10.1007_s10584-016-1838-3,5,5,0.6252148389816284,0.050396152392898706,0.022537844510992038,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08857518279525257,0.07274730239456151,0.03253358266679455
GPT-4.1,10.1007_s10588-008-9053-z,5,5,0.589634644985199,0.04984572609990325,0.02229168638944383,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.052994988798823126,0.05700074367393155,0.02549150752459041
GPT-4.1,10.1007_s10588-009-9056-4,5,5,0.6172941327095032,0.04620114809305652,0.02066178155492183,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08065447652312732,0.029819067329276264,0.013335492314780966
GPT-4.1,10.1007_s10588-013-9170-1,5,5,0.6602922201156616,0.0397055146858992,0.017756845983857364,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.12365256392928578,0.07081037533171584,0.03166736255079817
GPT-4.1,10.1007_s10588-015-9205-x,5,5,0.603521716594696,0.017942034927228182,0.008023921950391541,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0668820604083202,0.04568944570970204,0.020432941292235978
GPT-4.1,10.1007_s10588-017-9244-6,5,5,0.5707880735397339,0.009207439617976125,0.004117692176903861,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03414841735335804,0.028271524198794994,0.012643409987207177
GPT-4.1,10.1007_s10611-018-9768-9,5,5,0.5668255269527436,0.05387028305125212,0.024091522973950903,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.030185870766367685,0.07486792596834765,0.03348195435992942
GPT-4.1,10.1007_s10614-008-9154-2,5,5,0.5891255974769593,0.04990813482092395,0.022319596417962047,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.052485941290583385,0.07157154091134617,0.032007766146435454
GPT-4.1,10.1007_s10614-020-10003-7,5,5,0.5649611532688141,0.0642400270357885,0.02872901346568948,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02832149708243824,0.07263630150597396,0.032483941560305624
GPT-4.1,10.1007_s10614-020-10017-1,5,5,0.5510423898696899,0.02489957191881468,0.0111354270842229,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.014402733683314095,0.04520330996540741,0.020215534778128926
GPT-4.1,10.1007_s10640-006-9046-7,5,5,0.6212155818939209,0.03719977282318974,0.016636244156040304,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08457592570754505,0.06481060941218134,0.02898418566176503
GPT-4.1,10.1007_s10640-015-9879-z,5,5,0.6220637202262879,0.028000971022865098,0.012522414928625636,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.085424064039912,0.037059729169856066,0.016573614730306004
GPT-4.1,10.1007_s10640-017-0126-7,5,5,0.5207385778427124,0.017551492788113594,0.007849266196163862,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.015901078343663444,0.0498394554101273,0.022288882051722858
GPT-4.1,10.1007_s10640-020-00419-y,5,5,0.5553550004959107,0.034697759908197734,0.015517309964339398,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0187153443095348,0.06830522856992224,0.030547026860201377
GPT-4.1,10.1007_s10640-020-00526-w,5,5,0.5755805969238281,0.03478135544802809,0.015554695026274691,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03894094073745228,0.020285394900752363,0.009071904389701976
GPT-4.1,10.1007_s10640-021-00591-9,5,5,0.587139117717743,0.019625909957543864,0.008776973757071618,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05049946153136707,0.0280315814492813,0.01253610432748301
GPT-4.1,10.1007_s10640-023-00759-5,5,5,0.64306161403656,0.026017548372463114,0.011635401353743307,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.1064219578501842,0.01528488379238229,0.006835607837590316
GPT-4.1,10.1007_s10640-025-00970-6,5,5,0.586139190196991,0.02099523771983332,0.009389355749062998,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04949953401061512,0.022203694757847676,0.009929794166040626
GPT-4.1,10.1007_s10645-008-9094-1,5,5,0.5358172357082367,0.041622598644353054,0.018614191993792804,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.000822420478139152,0.043739920998932875,0.01956108733681688
GPT-4.1,10.1007_s10657-016-9532-5,5,5,0.5283554017543792,0.029374404080160323,0.013136632864357132,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.008284254431996574,0.03419125795986602,0.01529079540689824
GPT-4.1,10.1007_s10657-019-09615-8,5,5,0.580576491355896,0.0390460295182983,0.017461915250875672,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04393683516952015,0.06285237295261725,0.028108435693844268
GPT-4.1,10.1007_s10663-024-09623-1,5,5,0.5862801194190979,0.043789760872530135,0.019583376405887577,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04964046323272205,0.07200306387739547,0.03220074908362317
GPT-4.1,10.1007_s10668-024-05335-5,5,5,0.5663565397262573,0.041436024567178216,0.018530753529912358,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02971688353988148,0.07097056413666629,0.0317390011622189
GPT-4.1,10.1007_s10683-005-0869-9,5,5,0.5614821910858154,0.012051917206614204,0.005389781226637747,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.024842534899439585,0.04400970980595293,0.019681740559229964
